id	gloss	text
1577	HOW DOCTOR COOK Q	How Did the doctor cook last week?
1578	LAST-WEEK CHILD NOT COME HOME	The child did not come to home last week.
1579	NEXT-WEEK PT_PRO2 TIRED	You will be tired next week.
1580	NIGHT NEIGHBOUR NOT WALK	The neighbour does not walk at night.
1581	HOW PT_PRO1 RUN Q	How Did I run last week?
1582	YESTERDAY PT_PRO2 CALL FRIEND	You called my friend yesterday.
1583	NEXT-WEEK PT_PRO3 GO SCHOOL	They will go to school next week.
1584	WHY PT_PRO2 TRAIN Q	Why Do you train in the afternoon?
1585	LAST-WEEK WOMAN MEET FRIEND	The woman met my friend last week.
1586	PT_PRO1 PRACTISE Q	Do I practise?
1587	WHO PT_PRO2 TEXT Q	Who Do you text in the morning?
1588	IF WOMAN RUN THEN WOMAN TIRED	If the woman runs, then the woman is tired.
1589	WHEN PT_PRO1 CLEAN Q	When Do I clean in the morning?
1590	YESTERDAY PT_PRO1 TEXT NEIGHBOUR	I texted my neighbour yesterday.
1591	NIGHT PT_PRO3 CALL COACH	They call my coach at night.
1592	YESTERDAY PT_PRO1 WAKE-UP	I woke up yesterday.
1593	TODAY PT_PRO1 RUN RARELY	I run today rarely.
1594	WOMAN SEE CAR RARELY	The woman sees a car rarely.
1595	MORNING COACH PRACTISE FAST Q	Does the coach practise in the morning quickly?
1596	NEXT-WEEK PT_PRO1 GO HOME	I will go to home next week.
1597	AFTERNOON COACH WATCH MOVIE	The coach watches a movie in the afternoon.
1598	NEXT-WEEK PT_PRO3 MEET COACH	They will meet my coach next week.
1599	NOW PT_PRO3 WANT TEXT COACH	They want to text my coach now.
1600	YESTERDAY PT_PRO3 EAT PIZZA	They ate pizza yesterday.
1601	YESTERDAY PT_PRO3 WATCH MUSIC Q	Did they watch music yesterday?
1602	WEEKEND PT_PRO1 MUST WORK SLOW	I must work on the weekend slowly.
1603	TODAY PT_PRO3 CAN CLEAN Q	They can clean today?
1604	TODAY CHILD HELP COACH RARELY	The child helps my coach today rarely.
1605	YESTERDAY PT_PRO3 GO CITY	They went to the city yesterday.
1606	YESTERDAY DOCTOR READ CAR	The doctor read a car yesterday.
1607	WHO PT_PRO3 HELP Q	Who Do they help on the weekend?
1608	NOW PT_PRO2 BAD	You are bad now.
1609	STUDENT NOT PRACTISE	The student does not practise.
1610	NOW PT_PRO3 SICK	They are sick now.
1611	NIGHT PT_PRO1 PRACTISE	I practise at night.
1612	WHEN PT_PRO3 DRINK TEA Q	When Will they drink next week?
1613	NEXT-WEEK PT_PRO2 MUST CALL TEACHER Q	You must call my teacher next week?
1614	NOW PT_PRO1 NOT MEET MUM RARELY	I do not meet my mum now rarely.
1615	NIGHT PT_PRO1 NOT COOK	I do not cook at night.
1616	TODAY PT_PRO3 WANT CALL COACH	They want to call my coach today.
1617	WHO PT_PRO1 EMAIL Q	Who Do I email today?
1618	WHY PT_PRO3 GO Q	Why Do they go in the afternoon?
1619	MORNING PT_PRO3 MUST CALL MUM	They must call my mum in the morning.
1620	IF PT_PRO3 WALK THEN PT_PRO3 SICK	If they walk, then they are sick.
1621	NEXT-WEEK PT_PRO2 NOT COOK SOMETIMES	You will not cook next week sometimes.
1622	AFTERNOON PT_PRO3 WALK	They walk in the afternoon.
1623	AFTERNOON WOMAN GO GYM	The woman goes to the gym in the afternoon.
1624	NOW WOMAN SEE KEY OFTEN	The woman sees my keys now often.
1625	YESTERDAY WOMAN READ MESSAGE Q	Did the woman read a message yesterday?
1626	NOW PT_PRO3 NOT STUDY	They do not study now.
1627	NEXT-WEEK PT_PRO2 GO SCHOOL	You will go to school next week.
1628	LAST-WEEK PT_PRO3 GOOD	They were good last week.
1629	TODAY PT_PRO1 NOT PRACTISE RARELY	I do not practise today rarely.
1630	IF TOMORROW PT_PRO1 GO PARK THEN PT_PRO1 SAD	If I go to the park, then I am sad tomorrow.
1631	MORNING WOMAN MUST WAKE-UP Q	The woman must wake up in the morning?
1632	AFTERNOON PT_PRO2 WANT SLEEP	You want to sleep in the afternoon.
1633	NIGHT PT_PRO1 WANT WORK Q	I want to work at night?
1634	TODAY PT_PRO1 NOT READ SHOES	I do not read shoes today.
1635	NOW PT_PRO3 RUN FAST	They run now quickly.
1636	TOMORROW PT_PRO3 SICK	They will be sick tomorrow.
1637	NEXT-WEEK PT_PRO1 RUN Q	Will I run next week?
1638	TODAY PT_PRO3 WANT WATCH MUSIC	They want to watch music today.
1639	MORNING MAN HAPPY	The man is happy in the morning.
1640	TOMORROW PT_PRO2 NOT COOK	You will not cook tomorrow.
1641	WEEKEND PT_PRO2 COME BEACH	You come to the beach on the weekend.
1642	WHY PT_PRO2 STUDY Q	Why Do you study in the afternoon?
1643	PT_PRO3 NOT MEET DAD SLOW	They do not meet my dad slowly.
1644	IF FRIEND WALK THEN FRIEND READY	If my friend walks, then my friend is ready on the weekend.
1645	WEEKEND PT_PRO2 EMAIL DAD	You email my dad on the weekend.
1646	TOMORROW PT_PRO1 TRAIN	I will train tomorrow.
1647	PT_PRO2 READ KEY	You read my keys.
1648	WHAT PT_PRO2 BUY Q	What Do you buy today?
1649	TOMORROW WOMAN BUY BAG	The woman will buy my bag tomorrow.
1650	NIGHT PT_PRO2 WATCH MUSIC	You watch music at night.
1651	PT_PRO1 WANT NOT LISTEN PODCAST	I do not want to listen to a podcast.
1652	TODAY PT_PRO3 LISTEN MUSIC	They listen to music today.
1653	WEEKEND COACH STUDY	The coach studies on the weekend.
1654	NEXT-WEEK PT_PRO3 WANT TEXT COACH RARELY	They want to text my coach next week rarely.
1655	TOMORROW PT_PRO3 WANT RUN	They want to run tomorrow.
1656	TOMORROW PT_PRO2 CAN SEE MONEY	You can see money tomorrow.
1657	LAST-WEEK PT_PRO1 NOT GO SHOP SLOW	I did not go to the shop last week slowly.
1658	NIGHT PT_PRO1 DRINK TEA	I drink tea at night.
1659	MORNING PT_PRO1 NOT TEXT FRIEND	I do not text my friend in the morning.
1660	NOW WOMAN RUN	The woman runs now.
1661	NIGHT PT_PRO1 TEXT NEIGHBOUR Q	Do I text my neighbour at night?
1662	WHEN PT_PRO3 SLEEP Q	When Do they sleep on the weekend?
1663	PT_PRO1 WAKE-UP Q	Do I wake up?
1664	NEXT-WEEK PT_PRO1 TRAIN	I will train next week.
1665	NIGHT PT_PRO3 NOT WORK	They do not work at night.
1666	NOW PT_PRO3 EAT FOOD SOMETIMES Q	Do they eat food now sometimes?
1667	NEXT-WEEK STUDENT DRINK TEA	The student will drink tea next week.
1668	NOW DOCTOR COOK	The doctor cooks now.
1669	PT_PRO3 TEXT TEACHER RARELY Q	Do they text my teacher rarely?
1670	TODAY CHILD NOT SEE MESSAGE	The child does not see a message today.
1671	PT_PRO3 EAT APPLE Q	Do they eat an apple?
1672	WHY WOMAN GO Q	Why Will the woman go next week?
1673	NEXT-WEEK PT_PRO2 BUY SHOES RARELY	You will buy shoes next week rarely.
1674	PT_PRO2 GO BUS-STOP	You go to the bus stop.
1675	NOW PT_PRO3 NOT PRACTISE	They do not practise now.
1676	LAST-WEEK PT_PRO2 NOT COME GYM	You did not come to the gym last week.
1677	YESTERDAY PT_PRO3 NOT EMAIL TEACHER	They did not email my teacher yesterday.
1678	WHEN PT_PRO3 STUDY Q	When Do they study on the weekend?
1679	LAST-WEEK PT_PRO3 GO CITY	They went to the city last week.
1680	TOMORROW PT_PRO1 EAT APPLE	I will eat an apple tomorrow.
1681	NOW PT_PRO2 NOT BUY KEY	You do not buy my keys now.
1682	MORNING PT_PRO3 EAT PIZZA FAST	They eat pizza in the morning quickly.
1683	WEEKEND PT_PRO3 SEE CAR	They see a car on the weekend.
1684	TODAY PT_PRO3 MEET DAD Q	Do they meet my dad today?
1685	YESTERDAY PT_PRO3 LISTEN MOVIE	They listened to a movie yesterday.
1686	PT_PRO2 STUDY	You study.
1687	NEXT-WEEK PT_PRO3 DRINK TEA ALWAYS	They will drink tea next week always.
1688	LAST-WEEK COACH GO HOME	The coach went to home last week.
1689	TOMORROW PT_PRO1 NOT COME SCHOOL	I will not come to school tomorrow.
1690	NOW PT_PRO2 STUDY	You study now.
1691	TOMORROW STUDENT LISTEN MUSIC	The student will listen to music tomorrow.
1692	LAST-WEEK PT_PRO1 MEET MUM Q	Did I meet my mum last week?
1693	WEEKEND PT_PRO1 WANT GO CITY Q	I want to go to the city on the weekend?
1694	LAST-WEEK PT_PRO1 SLEEP Q	Did I sleep last week?
1695	AFTERNOON PT_PRO3 DRINK COFFEE Q	Do they drink coffee in the afternoon?
1696	YESTERDAY COACH NOT STUDY	The coach did not study yesterday.
1697	YESTERDAY PT_PRO1 GO BUS-STOP Q	Did I go to the bus stop yesterday?
1698	TODAY PT_PRO1 EAT NOODLE	I eat noodles today.
1699	WEEKEND PT_PRO1 NOT CLEAN	I do not clean on the weekend.
1700	NOW STUDENT BAD	The student is bad now.
1701	WHEN PT_PRO2 EAT APPLE Q	When Do you eat in the afternoon?
1702	MORNING PT_PRO2 PRACTISE OFTEN	You practise in the morning often.
1703	MORNING PT_PRO1 COOK	I cook in the morning.
1704	TODAY PT_PRO1 STUDY FAST Q	Do I study today quickly?
1705	LAST-WEEK PT_PRO1 GO GYM Q	Did I go to the gym last week?
1706	AFTERNOON PT_PRO2 EAT RICE SOMETIMES	You eat rice in the afternoon sometimes.
1707	LAST-WEEK PT_PRO3 SEE MESSAGE	They saw a message last week.
1708	TODAY PT_PRO3 SLEEP	They sleep today.
1709	HOW PT_PRO3 COOK Q	How Do they cook?
1710	AFTERNOON PT_PRO2 WORK OFTEN Q	Do you work in the afternoon often?
1711	WEEKEND PT_PRO3 EMAIL DAD	They email my dad on the weekend.
1712	PT_PRO1 NOT MEET TEACHER	I do not meet my teacher.
1713	MORNING PT_PRO3 BUY MESSAGE	They buy a message in the morning.
1714	WEEKEND PT_PRO1 COME SHOP	I come to the shop on the weekend.
1715	TOMORROW PT_PRO1 NOT SEE EMAIL	I will not see an email tomorrow.
1716	PT_PRO2 NOT EMAIL COACH SLOW	You do not email my coach slowly.
1717	NOW PT_PRO1 PRACTISE Q	Do I practise now?
1718	TODAY PT_PRO3 GOOD	They are good today.
1719	NOW PT_PRO1 RUN	I run now.
1720	IF YESTERDAY PT_PRO3 GO GYM THEN PT_PRO3 SAD	If they go to the gym, then they are sad.
1721	AFTERNOON DOCTOR NOT COOK	The doctor does not cook in the afternoon.
1722	TODAY PT_PRO2 WALK FAST Q	Do you walk today quickly?
1723	LAST-WEEK PT_PRO1 STUDY RARELY	I studied last week rarely.
1724	NIGHT PT_PRO2 HAPPY	You are happy at night.
1725	MORNING PT_PRO3 WATCH MUSIC	They watch music in the morning.
1726	LAST-WEEK PT_PRO3 CLEAN ALWAYS	They cleaned last week always.
1727	WHERE PT_PRO3 COME Q	Where Do they come at night?
1728	WHERE PT_PRO3 COME Q	Where Do they come on the weekend?
1729	NOW PT_PRO3 WANT WAKE-UP Q	They want to wake up now?
1730	TODAY PT_PRO2 DRINK TEA	You drink tea today.
1731	WHAT TEACHER LISTEN Q	What Does the teacher listen in the morning?
1732	WEEKEND PT_PRO2 WORK Q	Do you work on the weekend?
1733	YESTERDAY COACH CLEAN	The coach cleaned yesterday.
1734	WEEKEND PT_PRO1 NOT HELP NEIGHBOUR	I do not help my neighbour on the weekend.
1735	MORNING PT_PRO2 MUST DRINK WATER	You must drink water in the morning.
1736	NOW PT_PRO1 MUST COME CITY	I must come to the city now.
1737	MORNING PT_PRO3 NOT SEE PHONE	They do not see my phone in the morning.
1738	MORNING PT_PRO1 WAKE-UP	I wake up in the morning.
1739	PT_PRO3 WAKE-UP	They wake up.
1740	MORNING PT_PRO3 RUN	They run in the morning.
1741	TOMORROW PT_PRO1 NOT WORK	I will not work tomorrow.
1742	HOW PT_PRO2 CLEAN Q	How Do you clean now?
1743	YESTERDAY PT_PRO1 SLEEP Q	Did I sleep yesterday?
1744	TOMORROW PT_PRO1 RUN	I will run tomorrow.
1745	TOMORROW PT_PRO1 CAN EAT APPLE	I can eat an apple tomorrow.
1746	TODAY COACH WORK	The coach works today.
1747	NIGHT PT_PRO1 NOT BUY CAR	I do not buy a car at night.
1748	LAST-WEEK PT_PRO1 LISTEN PODCAST SOMETIMES	I listened to a podcast last week sometimes.
1749	YESTERDAY DOCTOR TIRED	The doctor was tired yesterday.
1750	YESTERDAY PT_PRO3 NOT WATCH MUSIC	They did not watch music yesterday.
1751	WHEN PT_PRO1 READ KEY Q	When Do I read at night?
1752	MORNING MAN NOT WALK	The man does not walk in the morning.
1753	AFTERNOON PT_PRO2 CAN NOT GO BEACH	You cannot go to the beach in the afternoon.
1754	NEXT-WEEK PT_PRO1 SEE MESSAGE	I will see a message next week.
1755	WHY PT_PRO1 WORK Q	Why Do I work in the morning?
1756	IF CHILD TRAIN THEN CHILD SAD	If the child trains, then the child is sad.
1757	NOW PT_PRO1 WALK SLOW	I walk now slowly.
1758	NEXT-WEEK PT_PRO3 NOT PRACTISE RARELY	They will not practise next week rarely.
1759	PT_PRO3 RUN	They run.
1760	YESTERDAY COACH LISTEN MOVIE	The coach listened to a movie yesterday.
1761	TOMORROW PT_PRO2 WALK FAST Q	Will you walk tomorrow quickly?
1762	NOW COACH WORK	The coach works now.
1763	TOMORROW PT_PRO3 BUSY	They will be busy tomorrow.
1764	NOW MAN WALK	The man walks now.
1765	WEEKEND PT_PRO2 RUN Q	Do you run on the weekend?
1766	NEXT-WEEK STUDENT WAKE-UP Q	Will the student wake up next week?
1767	MORNING PT_PRO2 NOT STUDY RARELY	You do not study in the morning rarely.
1768	NIGHT PT_PRO1 NOT EMAIL DAD OFTEN	I do not email my dad at night often.
1769	IF YESTERDAY PT_PRO2 TRAIN THEN PT_PRO2 HAPPY	If you train, then you are happy.
1770	PT_PRO2 CAN LISTEN PODCAST Q	You can listen to a podcast?
1771	MORNING WOMAN MUST CLEAN	The woman must clean in the morning.
1772	NEXT-WEEK WOMAN TEXT MUM	The woman will text my mum next week.
1773	WHY PT_PRO3 STUDY Q	Why Will they study tomorrow?
1774	NEXT-WEEK PT_PRO3 GOOD	They will be good next week.
1775	MORNING TEACHER PRACTISE	The teacher practises in the morning.
1776	TOMORROW PT_PRO3 MUST READ KEY	They must read my keys tomorrow.
1777	LAST-WEEK WOMAN TRAIN	The woman trained last week.
1778	AFTERNOON PT_PRO1 HOT	I am hot in the afternoon.
1779	NEXT-WEEK STUDENT TIRED	The student will be tired next week.
1780	WHY PT_PRO1 GO Q	Why Do I go at night?
1781	AFTERNOON PT_PRO2 LISTEN MUSIC	You listen to music in the afternoon.
1782	IF MORNING PT_PRO3 GO GYM THEN PT_PRO3 COLD	If they go to the gym, then they are cold in the morning.
1783	TODAY PT_PRO1 NOT EAT PIZZA	I do not eat pizza today.
1784	NOW PT_PRO2 GO GYM	You go to the gym now.
1785	AFTERNOON PT_PRO2 BUY SHOES OFTEN	You buy shoes in the afternoon often.
1786	LAST-WEEK PT_PRO3 TRAIN ALWAYS	They trained last week always.
1787	NOW PT_PRO1 GOOD	I am good now.
1788	IF PT_PRO1 WORK THEN PT_PRO1 BAD	If I work, then I am bad.
1789	WHO PT_PRO3 TEXT Q	Who Did they text yesterday?
1790	LAST-WEEK PT_PRO1 NOT SLEEP	I did not sleep last week.
1791	WEEKEND PT_PRO1 MEET FRIEND OFTEN	I meet my friend on the weekend often.
1792	NIGHT TEACHER NOT SLEEP OFTEN	The teacher does not sleep at night often.
1793	YESTERDAY COACH SEE MONEY Q	Did the coach see money yesterday?
1794	NEXT-WEEK PT_PRO1 MEET NEIGHBOUR Q	Will I meet my neighbour next week?
1795	NEXT-WEEK PT_PRO2 BUY BOOK	You will buy a book next week.
1796	NOW PT_PRO2 RUN Q	Do you run now?
1797	PT_PRO3 MEET TEACHER	They meet my teacher.
1798	LAST-WEEK PT_PRO3 NOT EAT PIZZA	They did not eat pizza last week.
1799	MORNING DOCTOR WANT NOT SEE BAG	The doctor does not want to see my bag in the morning.
1800	TOMORROW PT_PRO1 MEET DAD	I will meet my dad tomorrow.
1801	AFTERNOON FRIEND EMAIL COACH Q	Does my friend email my coach in the afternoon?
1802	WEEKEND DOCTOR NOT HELP FRIEND	The doctor does not help my friend on the weekend.
1803	WHAT PT_PRO1 WATCH Q	What Do I watch in the morning?
1804	IF YESTERDAY FRIEND STUDY THEN FRIEND SAD	If my friend studies, then my friend is sad.
1805	NIGHT COACH TEXT MUM Q	Does the coach text my mum at night?
1806	HOW PT_PRO2 GO Q	How Do you go in the afternoon?
1807	LAST-WEEK PT_PRO2 EAT PIZZA	You ate pizza last week.
1808	WEEKEND PT_PRO1 NOT TEXT DAD	I do not text my dad on the weekend.
1809	TOMORROW PT_PRO2 COME BUS-STOP	You will come to the bus stop tomorrow.
1810	PT_PRO2 CALL TEACHER	You call my teacher.
1811	AFTERNOON PT_PRO2 BUY BOOK Q	Do you buy a book in the afternoon?
1812	LAST-WEEK PT_PRO1 EAT APPLE	I ate an apple last week.
1813	MORNING PT_PRO3 NOT CALL FRIEND	They do not call my friend in the morning.
1814	TODAY PT_PRO3 MUST NOT EAT NOODLE RARELY	They must not eat noodles today rarely.
1815	YESTERDAY PT_PRO2 PRACTISE SLOW	You practised yesterday slowly.
1816	IF NEXT-WEEK PT_PRO3 RUN THEN PT_PRO3 GOOD	If they run, then they are good.
1817	WEEKEND MAN CAN EMAIL TEACHER	The man can email my teacher on the weekend.
1818	PT_PRO1 LISTEN MUSIC	I listen to music.
1819	MORNING PT_PRO2 CAN LISTEN MUSIC	You can listen to music in the morning.
1820	TODAY PT_PRO2 EAT NOODLE	You eat noodles today.
1821	MORNING MAN NOT LISTEN PODCAST	The man does not listen to a podcast in the morning.
1822	WHY PT_PRO1 PRACTISE Q	Why Do I practise now?
1823	WHO PT_PRO1 TEXT Q	Who Will I text next week?
1824	TOMORROW PT_PRO1 NOT SLEEP	I will not sleep tomorrow.
1825	HOW FRIEND TRAIN Q	How Does my friend train in the afternoon?
1826	IF FRIEND TRAIN THEN FRIEND HOT	If my friend trains, then my friend is hot today.
1827	MORNING PT_PRO2 NOT HELP COACH	You do not help my coach in the morning.
1828	TOMORROW DOCTOR MEET MUM Q	Will the doctor meet my mum tomorrow?
1829	WHO PT_PRO2 TEXT Q	Who Do you text on the weekend?
1830	MORNING PT_PRO1 NOT COME GYM	I do not come to the gym in the morning.
1831	PT_PRO1 BUY BAG Q	Do I buy my bag?
1832	WHERE CHILD GO Q	Where Does the child go in the morning?
1833	NOW PT_PRO2 SAD	You are sad now.
1834	YESTERDAY PT_PRO1 CLEAN SLOW	I cleaned yesterday slowly.
1835	WHY PT_PRO2 PRACTISE Q	Why Do you practise on the weekend?
1836	NEXT-WEEK MAN COOK	The man will cook next week.
1837	TODAY PT_PRO2 WAKE-UP Q	Do you wake up today?
1838	NIGHT PT_PRO3 TRAIN	They train at night.
1839	LAST-WEEK PT_PRO3 WATCH MOVIE	They watched a movie last week.
1840	NIGHT PT_PRO2 MUST READ MESSAGE Q	You must read a message at night?
1841	LAST-WEEK PT_PRO1 LISTEN PODCAST	I listened to a podcast last week.
1842	MORNING PT_PRO3 MUST CALL COACH	They must call my coach in the morning.
1843	IF WOMAN WALK THEN WOMAN HAPPY	If the woman walks, then the woman is happy.
1844	MORNING PT_PRO2 CALL NEIGHBOUR Q	Do you call my neighbour in the morning?
1845	WHY PT_PRO1 GO Q	Why Do I go now?
1846	AFTERNOON PT_PRO2 MEET FRIEND	You meet my friend in the afternoon.
1847	IF PT_PRO2 WALK THEN PT_PRO2 BUSY	If you walk, then you are busy in the afternoon.
1848	CHILD WATCH MUSIC	The child watches music.
1849	WEEKEND DOCTOR MUST NOT HELP DAD	The doctor must not help my dad on the weekend.
1850	NEXT-WEEK PT_PRO1 WORK	I will work next week.
1851	IF TOMORROW STUDENT STUDY THEN STUDENT READY	If the student studies, then the student is ready tomorrow.
1852	WHAT PT_PRO2 READ Q	What Do you read today?
1853	AFTERNOON PT_PRO3 TEXT DAD	They text my dad in the afternoon.
1854	MAN MEET TEACHER	The man meets my teacher.
1855	COACH WALK	The coach walks.
1856	LAST-WEEK PT_PRO3 WORK	They worked last week.
1857	TOMORROW PT_PRO3 WALK Q	Will they walk tomorrow?
1858	TODAY PT_PRO1 CAN NOT STUDY	I cannot study today.
1859	AFTERNOON PT_PRO1 MEET MUM	I meet my mum in the afternoon.
1860	YESTERDAY PT_PRO2 LISTEN MUSIC	You listened to music yesterday.
1861	AFTERNOON PT_PRO1 COME BUS-STOP	I come to the bus stop in the afternoon.
1862	TODAY PT_PRO2 NOT CALL NEIGHBOUR	You do not call my neighbour today.
1863	TOMORROW PT_PRO2 READ EMAIL Q	Will you read an email tomorrow?
1864	NOW PT_PRO3 EAT RICE	They eat rice now.
1865	WHY MAN TRAIN Q	Why Does the man train today?
1866	LAST-WEEK PT_PRO3 NOT COME SHOP	They did not come to the shop last week.
1867	MORNING FRIEND EAT FOOD	My friend eats food in the morning.
1868	NOW PT_PRO2 LISTEN PODCAST Q	Do you listen to a podcast now?
1869	TOMORROW PT_PRO2 WANT CALL MUM Q	You want to call my mum tomorrow?
1870	WHO PT_PRO3 EMAIL Q	Who Will they email tomorrow?
1871	NOW PT_PRO1 MUST NOT STUDY	I must not study now.
1872	NOW PT_PRO1 NOT HELP MUM	I do not help my mum now.
1873	MORNING PT_PRO3 MUST WAKE-UP	They must wake up in the morning.
1874	TODAY PT_PRO1 NOT SLEEP	I do not sleep today.
1875	WEEKEND PT_PRO1 MUST HELP COACH	I must help my coach on the weekend.
1876	YESTERDAY PT_PRO3 MEET DAD RARELY	They met my dad yesterday rarely.
1877	NEXT-WEEK MAN WANT WORK	The man wants to work next week.
1878	NEXT-WEEK PT_PRO1 COOK	I will cook next week.
1879	YESTERDAY PT_PRO1 NOT TEXT DAD	I did not text my dad yesterday.
1880	NEXT-WEEK MAN EAT FOOD	The man will eat food next week.
1881	NIGHT PT_PRO2 SEE CAR	You see a car at night.
1882	NEIGHBOUR NOT COME WORK	The neighbour does not come to work.
1883	WHEN PT_PRO1 HELP Q	When Will I help next week?
1884	WHO PT_PRO1 CALL Q	Who Do I call on the weekend?
1885	WHO PT_PRO2 HELP Q	Who Do you help?
1886	NEXT-WEEK PT_PRO2 TEXT FRIEND	You will text my friend next week.
1887	MORNING PT_PRO3 PRACTISE	They practise in the morning.
1888	TOMORROW PT_PRO1 GO CITY	I will go to the city tomorrow.
1889	WEEKEND PT_PRO3 CALL DAD SOMETIMES	They call my dad on the weekend sometimes.
1890	NEXT-WEEK PT_PRO3 NOT LISTEN MUSIC	They will not listen to music next week.
1891	TODAY PT_PRO1 NOT CALL MUM	I do not call my mum today.
1892	MORNING PT_PRO1 CAN SLEEP Q	I can sleep in the morning?
1893	NIGHT PT_PRO3 DRINK JUICE	They drink juice at night.
1894	WEEKEND PT_PRO3 CLEAN Q	Do they clean on the weekend?
1895	YESTERDAY PT_PRO2 NOT SLEEP RARELY	You did not sleep yesterday rarely.
1896	WEEKEND STUDENT LISTEN MUSIC	The student listens to music on the weekend.
1897	NEXT-WEEK PT_PRO2 MEET FRIEND SOMETIMES	You will meet my friend next week sometimes.
1898	IF COACH GO SHOP THEN COACH HAPPY	If the coach goes to the shop, then the coach is happy.
1899	TODAY PT_PRO3 CLEAN Q	Do they clean today?
1900	PT_PRO3 WANT NOT SEE KEY	They do not want to see my keys.
1901	TOMORROW PT_PRO3 MUST CLEAN	They must clean tomorrow.
1902	NIGHT PT_PRO1 READ KEY	I read my keys at night.
1903	LAST-WEEK NEIGHBOUR LISTEN MOVIE	The neighbour listened to a movie last week.
1904	IF NEXT-WEEK PT_PRO1 RUN THEN PT_PRO1 COLD	If I run, then I am cold next week.
1905	TODAY FRIEND WANT NOT BUY CAR SLOW	My friend does not want to buy a car today slowly.
1906	TODAY WOMAN GO SCHOOL	The woman goes to school today.
1907	PT_PRO1 WATCH PODCAST	I watch a podcast.
1908	PT_PRO2 RUN	You run.
1909	WEEKEND PT_PRO2 TRAIN Q	Do you train on the weekend?
1910	WHAT PT_PRO1 BUY Q	What Do I buy at night?
1911	MORNING PT_PRO2 WAKE-UP Q	Do you wake up in the morning?
1912	AFTERNOON TEACHER WANT STUDY	The teacher wants to study in the afternoon.
1913	YESTERDAY PT_PRO2 WATCH PODCAST	You watched a podcast yesterday.
1914	PT_PRO1 COLD	I am cold.
1915	MORNING WOMAN RUN	The woman runs in the morning.
1916	LAST-WEEK PT_PRO3 NOT PRACTISE	They did not practise last week.
1917	TOMORROW PT_PRO1 LISTEN PODCAST Q	Will I listen to a podcast tomorrow?
1918	MORNING PT_PRO1 DRINK COFFEE	I drink coffee in the morning.
1919	IF PT_PRO3 WALK THEN PT_PRO3 HAPPY	If they walk, then they are happy.
1920	NOW MAN EAT APPLE	The man eats an apple now.
1921	NOW STUDENT PRACTISE	The student practises now.
1922	LAST-WEEK PT_PRO1 TRAIN ALWAYS	I trained last week always.
1923	NOW PT_PRO3 CLEAN	They clean now.
1924	NIGHT PT_PRO3 BAD	They are bad at night.
1925	NIGHT PT_PRO2 CAN HELP COACH	You can help my coach at night.
1926	WHEN PT_PRO2 EMAIL Q	When Do you email in the afternoon?
1927	AFTERNOON DOCTOR CALL MUM	The doctor calls my mum in the afternoon.
1928	MORNING PT_PRO2 EAT RICE	You eat rice in the morning.
1929	WEEKEND PT_PRO1 NOT EMAIL MUM	I do not email my mum on the weekend.
1930	YESTERDAY PT_PRO2 GO GYM	You went to the gym yesterday.
1931	PT_PRO2 SEE EMAIL Q	Do you see an email?
1932	WHAT PT_PRO3 READ Q	What Do they read?
1933	WHAT WOMAN DRINK Q	What Will the woman drink tomorrow?
1934	AFTERNOON NEIGHBOUR WANT LISTEN MOVIE RARELY	The neighbour wants to listen to a movie in the afternoon rarely.
1935	NIGHT PT_PRO1 COOK	I cook at night.
1936	WHERE PT_PRO2 COME Q	Where Do you come in the afternoon?
1937	YESTERDAY PT_PRO2 NOT DRINK JUICE	You did not drink juice yesterday.
1938	WHAT PT_PRO3 WATCH Q	What Will they watch tomorrow?
1939	LAST-WEEK PT_PRO2 HELP DAD	You helped my dad last week.
1940	LAST-WEEK PT_PRO1 NOT SEE MESSAGE	I did not see a message last week.
1941	AFTERNOON PT_PRO2 HELP DAD	You help my dad in the afternoon.
1942	PT_PRO3 READ BAG	They read my bag.
1943	MORNING PT_PRO1 NOT BUY MESSAGE	I do not buy a message in the morning.
1944	PT_PRO1 COOK FAST	I cook quickly.
1945	NIGHT PT_PRO3 STUDY	They study at night.
1946	WHY NEIGHBOUR PRACTISE Q	Why Did the neighbour practise yesterday?
1947	NOW PT_PRO2 HOT	You are hot now.
1948	TODAY PT_PRO2 WATCH MUSIC	You watch music today.
1949	WHO PT_PRO2 TEXT Q	Who Will you text next week?
1950	NEXT-WEEK PT_PRO3 COOK	They will cook next week.
1951	WHERE PT_PRO2 COME Q	Where Do you come on the weekend?
1952	NIGHT PT_PRO1 SLEEP	I sleep at night.
1953	AFTERNOON PT_PRO2 PRACTISE	You practise in the afternoon.
1954	WEEKEND PT_PRO1 NOT SLEEP	I do not sleep on the weekend.
1955	NIGHT PT_PRO1 NOT WAKE-UP ALWAYS	I do not wake up at night always.
1956	NEXT-WEEK NEIGHBOUR NOT CLEAN ALWAYS	The neighbour will not clean next week always.
1957	NOW WOMAN NOT BUY SHOES ALWAYS	The woman does not buy shoes now always.
1958	MORNING PT_PRO2 SLEEP	You sleep in the morning.
1959	AFTERNOON PT_PRO1 NOT WAKE-UP	I do not wake up in the afternoon.
1960	TOMORROW PT_PRO2 MUST CLEAN Q	You must clean tomorrow?
1961	TODAY NEIGHBOUR MUST WAKE-UP	The neighbour must wake up today.
1962	AFTERNOON PT_PRO2 CAN NOT CALL COACH	You cannot call my coach in the afternoon.
