clip,predicted_glosses,predicted_with_confidence,ground_truth
video_7_90,NS_POSSUM GREAT PT_DEM3 THINK PT_PRO2 YES IDEA HAVE KNOW NOT PT_PRO3 LOOK SEE LOVELY WHAT NO VERY CAN PT_PRO1PL PT_PRO1 BEAUTIFUL CAN-NOT PT_PRO3PL GOOD MANY RIGHT FINISH CAREFUL NOW,NS_POSSUM(0.71) GREAT(0.63) PT_DEM3(0.63) THINK(0.61) PT_PRO2(0.60) YES(0.60) IDEA(0.59) HAVE(0.59) KNOW(0.58) NOT(0.57) PT_PRO3(0.55) LOOK(0.55) SEE(0.53) LOVELY(0.51) WHAT(0.51) NO(0.50) VERY(0.48) CAN(0.47) PT_PRO1PL(0.46) PT_PRO1(0.46) BEAUTIFUL(0.43) CAN-NOT(0.42) PT_PRO3PL(0.39) GOOD(0.38) MANY(0.37) RIGHT(0.36) FINISH(0.36) CAREFUL(0.36) NOW(0.35),CHILD NOT WATCH WELL WHY
video_7_106,PT_DEM3 LOOK NOW PUT GREAT PT_LOC GOOD PLEASE ONE NS_POSSUM WHAT YES PT_POSS1 TWO HERE BOWL PT_PRO2 THREE PT_PRO3 FOUR,PT_DEM3(0.70) LOOK(0.64) NOW(0.63) PUT(0.61) GREAT(0.59) PT_LOC(0.57) GOOD(0.56) PLEASE(0.55) ONE(0.50) NS_POSSUM(0.46) WHAT(0.45) YES(0.45) PT_POSS1(0.44) TWO(0.44) HERE(0.41) BOWL(0.41) PT_PRO2(0.39) THREE(0.39) PT_PRO3(0.37) FOUR(0.36),LOVELY PT_DEM3
video_7_111,NS_POSSUM LOOK GREAT PT_DEM3 LOVELY YES SEE PT_PRO2 BEAUTIFUL CAN ONE WHAT HAVE NOT PT_PRO3 PT_PRO1PL NOW CAREFUL,NS_POSSUM(0.70) LOOK(0.68) GREAT(0.67) PT_DEM3(0.64) LOVELY(0.64) YES(0.62) SEE(0.58) PT_PRO2(0.57) BEAUTIFUL(0.48) CAN(0.47) ONE(0.47) WHAT(0.47) HAVE(0.45) NOT(0.45) PT_PRO3(0.44) PT_PRO1PL(0.39) NOW(0.35) CAREFUL(0.35),WHAT
video_8_10,YES KNOW PT_PRO1 HAVE PT_DEM3 GREAT WHAT PT_PRO3 VERY NS_POSSUM LOOK PT_PRO2 GOOD SEE NOT NO RIGHT PT_PRO1PL DO CAN GO PT_POSS1 WILL THINK,YES(0.60) KNOW(0.54) PT_PRO1(0.54) HAVE(0.54) PT_DEM3(0.54) GREAT(0.52) WHAT(0.50) PT_PRO3(0.49) VERY(0.49) NS_POSSUM(0.47) LOOK(0.47) PT_PRO2(0.44) GOOD(0.43) SEE(0.43) NOT(0.42) NO(0.41) RIGHT(0.41) PT_PRO1PL(0.41) DO(0.40) CAN(0.38) GO(0.36) PT_POSS1(0.36) WILL(0.35) THINK(0.35),PT_DEM3
video_8_20,LOOK NS_SALLY NS_POSSUM PT_DEM3 HERE WHAT PT_POSS1 GREAT PT_PRO2 NOW PT_LOC PT_PRO1 HAVE CAN PT_POSS2 GO ONE,LOOK(0.76) NS_SALLY(0.75) NS_POSSUM(0.67) PT_DEM3(0.65) HERE(0.60) WHAT(0.57) PT_POSS1(0.51) GREAT(0.50) PT_PRO2(0.46) NOW(0.45) PT_LOC(0.44) PT_PRO1(0.43) HAVE(0.41) CAN(0.41) PT_POSS2(0.39) GO(0.39) ONE(0.37),HEAVY PT_DEM3
video_8_33,HELLO NS_SALLY PT_LOC NS_POSSUM LOOK HI HERE COME-ON BYE GOOD PT_DEM3 WHAT,HELLO(0.80) NS_SALLY(0.69) PT_LOC(0.57) NS_POSSUM(0.56) LOOK(0.55) HI(0.52) HERE(0.51) COME-ON(0.51) BYE(0.49) GOOD(0.44) PT_DEM3(0.41) WHAT(0.37),GOOD HELLO MORNING
video_8_62,NOW PT_POSS1 PT_PRO1 PT_PRO1PL MANY MAKE THINK NEED FINISH NOT VERY HAVE PT_PRO3 STORY BIG BUT PT_POSS2 WANT NS_POSSUM CAN PT_PRO2 ALL WOOL PT_DEM3 GOOD HERE BOX SMALL TODAY GO THEN TREE HOUSE LOVE LEARN PLAY WELL NS_SALLY BEFORE WHY WHAT PT_LOC,NOW(0.82) PT_POSS1(0.76) PT_PRO1(0.69) PT_PRO1PL(0.68) MANY(0.68) MAKE(0.65) THINK(0.64) NEED(0.60) FINISH(0.60) NOT(0.59) VERY(0.58) HAVE(0.58) PT_PRO3(0.58) STORY(0.57) BIG(0.57) BUT(0.55) PT_POSS2(0.55) WANT(0.55) NS_POSSUM(0.53) CAN(0.53) PT_PRO2(0.53) ALL(0.52) WOOL(0.52) PT_DEM3(0.50) GOOD(0.50) HERE(0.50) BOX(0.49) SMALL(0.48) TODAY(0.47) GO(0.46) THEN(0.45) TREE(0.45) HOUSE(0.45) LOVE(0.43) LEARN(0.42) PLAY(0.40) WELL(0.38) NS_SALLY(0.38) BEFORE(0.38) WHY(0.37) WHAT(0.37) PT_LOC(0.36),LIGHT PT_DEM3
video_8_70,LOOK GREAT YES FUNNY RIGHT OK PT_DEM3 OKAY KNOW SEE NS_SALLY,LOOK(0.74) GREAT(0.71) YES(0.70) FUNNY(0.64) RIGHT(0.61) OK(0.60) PT_DEM3(0.52) OKAY(0.51) KNOW(0.44) SEE(0.42) NS_SALLY(0.40),HERE
video_9_6,NS_SALLY PT_PRO1 HELLO LOOK,NS_SALLY(0.71) PT_PRO1(0.58) HELLO(0.55) LOOK(0.49),HELLO WAIT
video_9_41,NS_SALLY PT_PRO1 GO PT_POSS1 CAN BUT HAVE PT_POSS2 PT_PRO2 WANT KNOW NS_POSSUM MAKE PLAY NOW PT_PRO3 NEED WHY PT_DEM3 GET GARDEN WHAT NOT NS_SKIP THING PT_PRO1PL THINK LIKE HELP LOOK VERY ALL INSIDE WAIT BIKE NO YES COME DO FOOD GOOD OUTSIDE TREE SEE PUT,NS_SALLY(0.79) PT_PRO1(0.73) GO(0.72) PT_POSS1(0.67) CAN(0.62) BUT(0.61) HAVE(0.59) PT_POSS2(0.59) PT_PRO2(0.59) WANT(0.58) KNOW(0.56) NS_POSSUM(0.55) MAKE(0.51) PLAY(0.51) NOW(0.49) PT_PRO3(0.49) NEED(0.48) WHY(0.47) PT_DEM3(0.47) GET(0.45) GARDEN(0.45) WHAT(0.45) NOT(0.45) NS_SKIP(0.44) THING(0.44) PT_PRO1PL(0.44) THINK(0.43) LIKE(0.43) HELP(0.42) LOOK(0.41) VERY(0.41) ALL(0.41) INSIDE(0.41) WAIT(0.40) BIKE(0.39) NO(0.39) YES(0.39) COME(0.39) DO(0.38) FOOD(0.38) GOOD(0.37) OUTSIDE(0.37) TREE(0.37) SEE(0.37) PUT(0.37),FUN NS_SALLY
video_9_53,GREAT YES NS_SALLY PT_DEM3 LOOK OKAY WHAT OK PT_PRO1PL RIGHT,GREAT(0.81) YES(0.70) NS_SALLY(0.65) PT_DEM3(0.55) LOOK(0.55) OKAY(0.51) WHAT(0.49) OK(0.47) PT_PRO1PL(0.41) RIGHT(0.41),ALL THAT
video_9_61,GREAT YES RIGHT PT_DEM3 WHAT OKAY GOOD LOOK NS_SALLY NOW OK NEXT PUT,GREAT(0.82) YES(0.77) RIGHT(0.74) PT_DEM3(0.72) WHAT(0.70) OKAY(0.65) GOOD(0.57) LOOK(0.56) NS_SALLY(0.44) NOW(0.40) OK(0.39) NEXT(0.39) PUT(0.38),GOOD
video_10_6,HELLO EVERYONE HI BYE,HELLO(1.00) EVERYONE(0.98) HI(0.81) BYE(0.71),EVERYONE HELLO
video_10_24,NS_POSSUM GO HAVE PT_PRO1 CAN THINK PT_PRO2 NEED NOW PT_PRO1PL KNOW PT_DEM3 PT_PRO3 NOT LOOK PT_POSS1 ALL WANT SEE WATER MAKE WHAT OUTSIDE INSIDE PT_POSS2 GOOD PUT GET GARDEN DO VERY,NS_POSSUM(0.71) GO(0.68) HAVE(0.64) PT_PRO1(0.63) CAN(0.61) THINK(0.60) PT_PRO2(0.59) NEED(0.59) NOW(0.57) PT_PRO1PL(0.55) KNOW(0.53) PT_DEM3(0.52) PT_PRO3(0.48) NOT(0.48) LOOK(0.48) PT_POSS1(0.47) ALL(0.45) WANT(0.45) SEE(0.44) WATER(0.43) MAKE(0.43) WHAT(0.42) OUTSIDE(0.41) INSIDE(0.41) PT_POSS2(0.41) GOOD(0.40) PUT(0.40) GET(0.38) GARDEN(0.38) DO(0.37) VERY(0.35),YEAH
video_10_28,NS_POSSUM PT_PRO2 LOOK GO CAN PT_POSS1 PT_PRO1 PT_POSS2 HAVE NOT NOW THINK SEE PT_DEM3 PT_PRO3 OUTSIDE HERE BUT KNOW WHY PT_PRO1PL WANT WHAT TREE COME YES ALL NO PT_LOC NS_SALLY NS_SKIP PLAY WATER NEED GARDEN,NS_POSSUM(0.74) PT_PRO2(0.68) LOOK(0.65) GO(0.63) CAN(0.60) PT_POSS1(0.60) PT_PRO1(0.59) PT_POSS2(0.57) HAVE(0.57) NOT(0.57) NOW(0.56) THINK(0.55) SEE(0.53) PT_DEM3(0.53) PT_PRO3(0.52) OUTSIDE(0.51) HERE(0.50) BUT(0.48) KNOW(0.46) WHY(0.45) PT_PRO1PL(0.45) WANT(0.45) WHAT(0.45) TREE(0.44) COME(0.43) YES(0.43) ALL(0.42) NO(0.42) PT_LOC(0.41) NS_SALLY(0.41) NS_SKIP(0.40) PLAY(0.39) WATER(0.37) NEED(0.36) GARDEN(0.35),RIGHT YES
video_10_33,HELLO BYE NS_SALLY LOOK GREAT THANK-YOU GOOD NS_POSSUM PT_DEM3,HELLO(0.79) BYE(0.68) NS_SALLY(0.58) LOOK(0.55) GREAT(0.42) THANK-YOU(0.40) GOOD(0.37) NS_POSSUM(0.36) PT_DEM3(0.35),GOOD IDEA WATCH YES
video_10_49,YES GREAT NS_POSSUM RIGHT WHAT PT_DEM3 PT_PRO2 GOOD NS_SALLY PT_PRO3 LOOK PT_PRO1 DO GO THANK-YOU PT_PRO1PL WILL WANT NO CAN WHY LIKE VERY LOVELY OK,YES(0.73) GREAT(0.59) NS_POSSUM(0.56) RIGHT(0.55) WHAT(0.53) PT_DEM3(0.53) PT_PRO2(0.50) GOOD(0.49) NS_SALLY(0.49) PT_PRO3(0.48) LOOK(0.48) PT_PRO1(0.46) DO(0.45) GO(0.43) THANK-YOU(0.41) PT_PRO1PL(0.41) WILL(0.40) WANT(0.40) NO(0.40) CAN(0.39) WHY(0.39) LIKE(0.39) VERY(0.38) LOVELY(0.37) OK(0.37),NS_POSSUM PT_DEM3 RIGHT YES
video_10_111,NS_POSSUM COME GO INSIDE NS_SALLY LOOK HERE PT_LOC COME-IN NS_SKIP PT_PRO1 YES WHAT PT_DEM3 PT_PRO3 PT_PRO2 WAIT GREAT GOOD COME-ON KNOW DO PUT FOOT RIGHT WHY WANT WILL CAN THERE QUICK,NS_POSSUM(0.69) COME(0.68) GO(0.68) INSIDE(0.66) NS_SALLY(0.64) LOOK(0.64) HERE(0.57) PT_LOC(0.53) COME-IN(0.53) NS_SKIP(0.53) PT_PRO1(0.52) YES(0.51) WHAT(0.50) PT_DEM3(0.49) PT_PRO3(0.47) PT_PRO2(0.47) WAIT(0.47) GREAT(0.45) GOOD(0.45) COME-ON(0.44) KNOW(0.43) DO(0.42) PUT(0.41) FOOT(0.41) RIGHT(0.40) WHY(0.39) WANT(0.39) WILL(0.39) CAN(0.39) THERE(0.38) QUICK(0.36),HELLO
video_10_121,GREAT LOOK PT_DEM3 WHAT GOOD YES RIGHT NOW NS_POSSUM PT_LOC SEE CAREFUL NS_SALLY READY,GREAT(0.78) LOOK(0.74) PT_DEM3(0.70) WHAT(0.60) GOOD(0.57) YES(0.57) RIGHT(0.52) NOW(0.47) NS_POSSUM(0.44) PT_LOC(0.41) SEE(0.38) CAREFUL(0.36) NS_SALLY(0.35) READY(0.35),PT_DEM3 WHAT
video_10_141,FINISH PT_PRO1PL NEED PT_PRO2 SEE NOW PT_POSS1 PT_PRO1 HAVE THINK MAKE,FINISH(0.66) PT_PRO1PL(0.64) NEED(0.59) PT_PRO2(0.57) SEE(0.55) NOW(0.55) PT_POSS1(0.54) PT_PRO1(0.47) HAVE(0.46) THINK(0.42) MAKE(0.35),FINISH PT_PRO1PL TIME
video_11_59,LOOK NS_SALLY GO YES COME-ON PT_LOC HELLO GREAT PT_PRO3 COME PT_DEM3 OKAY PT_PRO2 NS_POSSUM PT_PRO1 NOW HERE PT_PRO1PL PLEASE CAN OK WHAT NS_SKIP HI WANT RIGHT DO,LOOK(0.69) NS_SALLY(0.67) GO(0.65) YES(0.65) COME-ON(0.62) PT_LOC(0.58) HELLO(0.57) GREAT(0.55) PT_PRO3(0.51) COME(0.51) PT_DEM3(0.49) OKAY(0.47) PT_PRO2(0.47) NS_POSSUM(0.46) PT_PRO1(0.45) NOW(0.40) HERE(0.40) PT_PRO1PL(0.39) PLEASE(0.39) CAN(0.38) OK(0.38) WHAT(0.38) NS_SKIP(0.37) HI(0.37) WANT(0.37) RIGHT(0.35) DO(0.35),FUN PT_DEM3
video_11_103,YES GREAT WATCH LOOK OK PT_PRO1PL OKAY YEAH NS_SALLY PT_DEM3 RIGHT THANK-YOU WHAT GOOD HELLO,YES(0.72) GREAT(0.71) WATCH(0.64) LOOK(0.51) OK(0.49) PT_PRO1PL(0.48) OKAY(0.48) YEAH(0.47) NS_SALLY(0.46) PT_DEM3(0.44) RIGHT(0.42) THANK-YOU(0.41) WHAT(0.37) GOOD(0.37) HELLO(0.36),GOOD LOOK-LIKE NOT
video_12_15,GREAT YES WHAT OKAY NS_SALLY PT_DEM3 RIGHT YEAH OK FINISH GOOD READY PT_PRO1PL WATCH LOOK NEXT,GREAT(0.89) YES(0.68) WHAT(0.63) OKAY(0.62) NS_SALLY(0.62) PT_DEM3(0.59) RIGHT(0.57) YEAH(0.52) OK(0.51) FINISH(0.51) GOOD(0.47) READY(0.44) PT_PRO1PL(0.42) WATCH(0.38) LOOK(0.37) NEXT(0.36),DO NS_SALLY WHAT YOU
video_12_97,PT_PRO3 PT_PRO1 THINK PT_POSS1 NS_POSSUM VERY NOW HAVE PT_POSS2 PT_PRO2 NOT CAN GO PT_PRO1PL WHAT MANY PT_DEM3 KNOW WANT BUT COME NS_SALLY HERE LOVE TREE GOOD LIKE LOOK PT_LOC FINISH NEED NS_SKIP MAKE,PT_PRO3(0.68) PT_PRO1(0.68) THINK(0.66) PT_POSS1(0.66) NS_POSSUM(0.65) VERY(0.60) NOW(0.59) HAVE(0.59) PT_POSS2(0.58) PT_PRO2(0.57) NOT(0.53) CAN(0.51) GO(0.49) PT_PRO1PL(0.49) WHAT(0.48) MANY(0.48) PT_DEM3(0.48) KNOW(0.48) WANT(0.47) BUT(0.46) COME(0.45) NS_SALLY(0.44) HERE(0.44) LOVE(0.43) TREE(0.40) GOOD(0.39) LIKE(0.39) LOOK(0.38) PT_LOC(0.38) FINISH(0.38) NEED(0.36) NS_SKIP(0.36) MAKE(0.35),NS_POSSUM
video_12_99,LOOK NS_SALLY PT_DEM3 WHAT GREAT NOW PT_LOC TWO ONE,LOOK(0.82) NS_SALLY(0.74) PT_DEM3(0.65) WHAT(0.59) GREAT(0.54) NOW(0.53) PT_LOC(0.48) TWO(0.46) ONE(0.39),SURPRISE WHO
video_12_101,WATCH YES GREAT LOOK PT_PRO1PL RIGHT FINISH GOOD YEAH OKAY PT_DEM3,WATCH(0.85) YES(0.80) GREAT(0.69) LOOK(0.56) PT_PRO1PL(0.53) RIGHT(0.47) FINISH(0.45) GOOD(0.42) YEAH(0.41) OKAY(0.39) PT_DEM3(0.37),HI
video_12_103,PT_PRO1 HAVE KNOW GO NS_POSSUM THINK PT_PRO3 LOOK PT_PRO2 VERY PT_DEM3 WHAT INSIDE CAN GOOD PT_PRO1PL PT_POSS1 WANT NS_SALLY WILL NEED WATER GARDEN BUT YES FOOD,PT_PRO1(0.70) HAVE(0.66) KNOW(0.62) GO(0.61) NS_POSSUM(0.61) THINK(0.60) PT_PRO3(0.57) LOOK(0.46) PT_PRO2(0.46) VERY(0.46) PT_DEM3(0.46) WHAT(0.44) INSIDE(0.44) CAN(0.43) GOOD(0.42) PT_PRO1PL(0.42) PT_POSS1(0.41) WANT(0.41) NS_SALLY(0.40) WILL(0.39) NEED(0.37) WATER(0.37) GARDEN(0.36) BUT(0.36) YES(0.35) FOOD(0.35),KNOW PT_PRO1 PT_PRO3 SAY TRY WHAT
video_12_112,NS_POSSUM LOOK HERE NS_SKIP HELLO NS_SALLY BYE PT_LOC GO COME WAIT WHAT TREE PT_PRO1 PT_DEM3 SEE TWO NS_AMANDA,NS_POSSUM(0.79) LOOK(0.67) HERE(0.65) NS_SKIP(0.63) HELLO(0.63) NS_SALLY(0.62) BYE(0.58) PT_LOC(0.58) GO(0.56) COME(0.48) WAIT(0.43) WHAT(0.42) TREE(0.41) PT_PRO1(0.40) PT_DEM3(0.40) SEE(0.37) TWO(0.37) NS_AMANDA(0.36),WHAT
video_13_44,PT_PRO1 MAKE CAN THINK BUT HAVE GO PT_POSS1 PT_PRO3 PT_PRO1PL KNOW NEED SEE PT_PRO2 NOW EAT PT_PRO3PL MANY LOVE WANT BECAUSE THING REMEMBER AND VERY PUT USE WATER NOT WILL NS_SALLY PT_DEM3 GOOD FINISH SOMETHING DIFFERENT INSIDE NS_POSSUM FOOD WORK ALL BEFORE LEARN LIKE COME DO GET PT_POSS2 PT_LOC THEN HARD WHEN GIVE HELP,PT_PRO1(0.75) MAKE(0.74) CAN(0.71) THINK(0.68) BUT(0.68) HAVE(0.67) GO(0.66) PT_POSS1(0.64) PT_PRO3(0.63) PT_PRO1PL(0.63) KNOW(0.62) NEED(0.59) SEE(0.58) PT_PRO2(0.56) NOW(0.56) EAT(0.55) PT_PRO3PL(0.54) MANY(0.53) LOVE(0.52) WANT(0.52) BECAUSE(0.51) THING(0.51) REMEMBER(0.49) AND(0.49) VERY(0.48) PUT(0.46) USE(0.45) WATER(0.45) NOT(0.45) WILL(0.45) NS_SALLY(0.45) PT_DEM3(0.45) GOOD(0.44) FINISH(0.43) SOMETHING(0.43) DIFFERENT(0.43) INSIDE(0.43) NS_POSSUM(0.43) FOOD(0.42) WORK(0.42) ALL(0.42) BEFORE(0.41) LEARN(0.40) LIKE(0.40) COME(0.40) DO(0.39) GET(0.39) PT_POSS2(0.39) PT_LOC(0.38) THEN(0.38) HARD(0.37) WHEN(0.36) GIVE(0.36) HELP(0.36),HERE NEED PT_PRO1 PT_PRO1PL THREE TWO WHY
video_13_64,NS_POSSUM YES GREAT VERY PT_PRO1 SEE PT_DEM3 PT_POSS1 LOOK NO,NS_POSSUM(0.67) YES(0.59) GREAT(0.51) VERY(0.49) PT_PRO1(0.49) SEE(0.45) PT_DEM3(0.44) PT_POSS1(0.42) LOOK(0.42) NO(0.39),GO
video_13_89,GREAT PT_DEM3 PT_PRO1PL YES LOOK NS_SALLY,GREAT(0.55) PT_DEM3(0.48) PT_PRO1PL(0.45) YES(0.43) LOOK(0.42) NS_SALLY(0.41),BUT HOW
video_13_100,NS_SALLY PT_PRO1 HAVE BUT WHAT SURPRISE MAKE NS_POSSUM PT_POSS1 KNOW PT_DEM3 NEED VERY PT_PRO2 GO WANT EXCITED CAN SOMETHING PT_PRO3 NS_SKIP GOOD THINK PT_POSS2 NO LOVE GREAT THING GIVE YES PT_PRO1PL DO BIKE RIGHT LIKE,NS_SALLY(0.79) PT_PRO1(0.71) HAVE(0.65) BUT(0.60) WHAT(0.58) SURPRISE(0.58) MAKE(0.56) NS_POSSUM(0.55) PT_POSS1(0.54) KNOW(0.51) PT_DEM3(0.51) NEED(0.51) VERY(0.50) PT_PRO2(0.50) GO(0.49) WANT(0.49) EXCITED(0.48) CAN(0.48) SOMETHING(0.48) PT_PRO3(0.47) NS_SKIP(0.47) GOOD(0.46) THINK(0.45) PT_POSS2(0.45) NO(0.44) LOVE(0.44) GREAT(0.43) THING(0.42) GIVE(0.42) YES(0.40) PT_PRO1PL(0.40) DO(0.38) BIKE(0.37) RIGHT(0.36) LIKE(0.36),ALRIGHT NEED NOW WHAT
video_13_109,YES PT_DEM3 GREAT NS_SALLY WHAT PT_PRO2 PT_PRO1 RIGHT NS_POSSUM LOOK CAN LIKE HAVE,YES(0.72) PT_DEM3(0.56) GREAT(0.56) NS_SALLY(0.53) WHAT(0.52) PT_PRO2(0.51) PT_PRO1(0.45) RIGHT(0.45) NS_POSSUM(0.42) LOOK(0.40) CAN(0.38) LIKE(0.36) HAVE(0.35),HELP PLEASE PT_PRO1 PT_PRO2 WILL YES
video_13_154,TIME FINISH NOW PT_PRO2 PT_PRO1PL SEE NEED MAKE MANY NS_POSSUM PT_POSS1 NOT WELL HAVE THEN CAN SMALL,TIME(0.87) FINISH(0.85) NOW(0.82) PT_PRO2(0.81) PT_PRO1PL(0.78) SEE(0.78) NEED(0.62) MAKE(0.56) MANY(0.50) NS_POSSUM(0.49) PT_POSS1(0.49) NOT(0.43) WELL(0.41) HAVE(0.39) THEN(0.38) CAN(0.36) SMALL(0.36),FINISH TIME YES
video_14_24,GREAT COME-ON YES OK GO OKAY PT_PRO1PL YEAH LOOK WATCH READY THANK-YOU NS_SALLY RIGHT ALRIGHT GOOD FINISH HI BYE,GREAT(0.80) COME-ON(0.79) YES(0.76) OK(0.72) GO(0.70) OKAY(0.70) PT_PRO1PL(0.61) YEAH(0.58) LOOK(0.56) WATCH(0.45) READY(0.45) THANK-YOU(0.44) NS_SALLY(0.44) RIGHT(0.41) ALRIGHT(0.39) GOOD(0.38) FINISH(0.37) HI(0.37) BYE(0.37),GOOD IDEA
video_14_43_1,HELLO HI BYE NS_POSSUM NS_SALLY NS_SKIP EVERYONE GOOD COME-ON LOOK,HELLO(0.89) HI(0.71) BYE(0.71) NS_POSSUM(0.70) NS_SALLY(0.53) NS_SKIP(0.51) EVERYONE(0.49) GOOD(0.47) COME-ON(0.39) LOOK(0.38),HI NS_SALLY
video_14_54,NS_SALLY PT_PRO1 MANY WHAT HAVE PT_POSS1 PT_PRO2 NS_POSSUM SEE BUT LOVE CAN PT_DEM3 LEARN MAKE PT_PRO3 KNOW VERY HOW YES THINK PT_PRO1PL NEED NOW GOOD NS_SKIP NOT,NS_SALLY(0.65) PT_PRO1(0.65) MANY(0.62) WHAT(0.61) HAVE(0.58) PT_POSS1(0.56) PT_PRO2(0.56) NS_POSSUM(0.56) SEE(0.56) BUT(0.55) LOVE(0.54) CAN(0.53) PT_DEM3(0.52) LEARN(0.51) MAKE(0.51) PT_PRO3(0.50) KNOW(0.49) VERY(0.42) HOW(0.42) YES(0.41) THINK(0.41) PT_PRO1PL(0.39) NEED(0.38) NOW(0.37) GOOD(0.37) NS_SKIP(0.35) NOT(0.35),DIFFERENT HAVE MANY PT_DEM3 VEGETABLE
video_14_63,GREAT LOOK GOOD RIGHT PT_DEM3 YES OKAY PT_LOC WHAT,GREAT(0.90) LOOK(0.74) GOOD(0.68) RIGHT(0.67) PT_DEM3(0.66) YES(0.56) OKAY(0.49) PT_LOC(0.41) WHAT(0.39),PT_DEM3
video_15_15,OK COME-ON GREAT NS_SALLY LOOK BYE,OK(0.76) COME-ON(0.72) GREAT(0.71) NS_SALLY(0.64) LOOK(0.59) BYE(0.55),READY
video_15_42,THANK-YOU BYE THANK HELLO GREAT WATCH GOOD,THANK-YOU(0.72) BYE(0.62) THANK(0.55) HELLO(0.54) GREAT(0.53) WATCH(0.45) GOOD(0.35),GET
video_15_51,YES NS_POSSUM PT_PRO1 KNOW GO HAVE LOOK RIGHT NO PT_DEM3 WHAT PT_PRO3 PT_PRO2 NS_SALLY GREAT DO IDEA GOOD VERY WILL PT_POSS1 CAN,YES(0.72) NS_POSSUM(0.68) PT_PRO1(0.64) KNOW(0.58) GO(0.58) HAVE(0.52) LOOK(0.52) RIGHT(0.49) NO(0.49) PT_DEM3(0.49) WHAT(0.47) PT_PRO3(0.47) PT_PRO2(0.46) NS_SALLY(0.46) GREAT(0.46) DO(0.46) IDEA(0.45) GOOD(0.45) VERY(0.40) WILL(0.39) PT_POSS1(0.36) CAN(0.36),LITTLE PT_PRO3 YES
video_15_64,GREAT LOOK PT_DEM3 GOOD YES NS_POSSUM WHAT READY GO PT_LOC HERE,GREAT(0.74) LOOK(0.70) PT_DEM3(0.55) GOOD(0.51) YES(0.51) NS_POSSUM(0.47) WHAT(0.45) READY(0.40) GO(0.39) PT_LOC(0.38) HERE(0.38),PT_PRO1 PT_PRO2 SHOW
video_15_65,NS_SALLY PT_POSS1 TREE PT_POSS2 PT_PRO1 PT_DEM3 BIG NOW PT_PRO2 NO NS_POSSUM WHAT HAVE LOOK NOT MANY PT_LOC KNOW GREAT HERE FINISH,NS_SALLY(0.80) PT_POSS1(0.72) TREE(0.66) PT_POSS2(0.61) PT_PRO1(0.59) PT_DEM3(0.58) BIG(0.55) NOW(0.51) PT_PRO2(0.51) NO(0.49) NS_POSSUM(0.49) WHAT(0.47) HAVE(0.46) LOOK(0.43) NOT(0.42) MANY(0.42) PT_LOC(0.40) KNOW(0.40) GREAT(0.39) HERE(0.36) FINISH(0.36),GREAT NS_POSSUM
video_15_81,GREAT OKAY NS_SALLY OK YES PLEASE THANK-YOU LOOK GO COME-ON PT_DEM3,GREAT(0.79) OKAY(0.73) NS_SALLY(0.69) OK(0.67) YES(0.65) PLEASE(0.51) THANK-YOU(0.51) LOOK(0.50) GO(0.47) COME-ON(0.46) PT_DEM3(0.42),UNDER
video_15_97,GREAT LOOK YES PT_DEM3 NS_POSSUM GOOD RIGHT READY WHAT,GREAT(0.83) LOOK(0.69) YES(0.61) PT_DEM3(0.60) NS_POSSUM(0.57) GOOD(0.55) RIGHT(0.53) READY(0.46) WHAT(0.43),HERE
video_15_118,GREAT NS_SALLY LOOK COME-ON YES PT_DEM3 GOOD THANK-YOU READY WHAT GO OKAY PT_PRO1PL RIGHT HERE COME YEAH HELLO,GREAT(0.80) NS_SALLY(0.58) LOOK(0.56) COME-ON(0.56) YES(0.54) PT_DEM3(0.51) GOOD(0.48) THANK-YOU(0.45) READY(0.45) WHAT(0.44) GO(0.43) OKAY(0.40) PT_PRO1PL(0.40) RIGHT(0.39) HERE(0.38) COME(0.36) YEAH(0.36) HELLO(0.35),THIS WATCH
video_15_125,YES GREAT OKAY OK PLEASE LOOK RIGHT YEAH PT_DEM3 NS_SALLY WATCH WHAT PT_PRO1PL GO,YES(0.91) GREAT(0.85) OKAY(0.82) OK(0.75) PLEASE(0.67) LOOK(0.53) RIGHT(0.51) YEAH(0.47) PT_DEM3(0.44) NS_SALLY(0.44) WATCH(0.43) WHAT(0.38) PT_PRO1PL(0.37) GO(0.36),GOOD PLEASE YES
video_15_132,TIME PT_PRO2 SEE RIGHT NEXT GREAT PT_DEM3,TIME(0.55) PT_PRO2(0.54) SEE(0.48) RIGHT(0.45) NEXT(0.43) GREAT(0.40) PT_DEM3(0.36),PT_PRO2 TRY WANT
video_15_138,NS_SALLY PT_PRO1 PT_PRO2 YES CAN WHAT PT_DEM3 WANT GO GET PT_POSS2 HAVE PT_PRO3 KNOW NS_POSSUM NS_SKIP LIKE GREAT NO RIGHT HELP HOW PT_POSS1 DO,NS_SALLY(0.79) PT_PRO1(0.66) PT_PRO2(0.58) YES(0.58) CAN(0.55) WHAT(0.50) PT_DEM3(0.50) WANT(0.49) GO(0.49) GET(0.48) PT_POSS2(0.45) HAVE(0.45) PT_PRO3(0.45) KNOW(0.44) NS_POSSUM(0.44) NS_SKIP(0.43) LIKE(0.40) GREAT(0.40) NO(0.39) RIGHT(0.39) HELP(0.39) HOW(0.37) PT_POSS1(0.36) DO(0.36),NS_SALLY THANK-YOU
