text	gloss
yeah what do we need .	YEAH WHAT PT_PRO1PL NEED
but sally you are my friend .	BUT NS_SALLY PT_PRO2 PT_POSS2 FRIEND PT_PRO1
good .	GOOD
when they grew they looked like a caterpillar .	GROW FINISH PT_PRO3PL LOOK CATERPILLAR
let us watch .	WATCH
sally i can do the sharing now .	NS_SALLY PT_PRO1 CAN DO SHARE NOW
i am sally .	PT_PRO1 NS_SALLY
they looked like they had so much fun .	PT_PRO3PL LOOK-LIKE FUN MUCH
that is like the hard and soft coral it is a combination .	PT_DEM3 LIKE HARD SOFT CORAL COMBINATION
i wish all possums could go to school .	PT_PRO1 WISH POSSUM ALL SCHOOL GO CAN
everything looks great .	EVERYTHING LOOK GREAT
but it does not look .	NOT LOOK
i forgot .	PT_PRO1 FORGET
i actually need those crutches with me .	CRUTCHES NEED PT_PRO1
that is not really sharing .	PT_DEM3 NOT SHARE
okay .	OKAY
watching .	WATCH
okay see you later .	OKAY SEE PT_PRO2 LATER
you put your food inside .	PT_PRO2 PUT FOOD INSIDE
i am just going to put my boots on .	PT_PRO1 BOOTS PUT-ON
there it is .	PT_LOC PT_DEM3
it has been a lot of fun to watch this i really enjoyed it .	WATCH PT_DEM3 FUN PT_PRO1 ENJOY
are you warm now .	PT_PRO2 WARM NOW
that is it all right .	RIGHT GOOD
i have got my recipe here .	PT_PRO1 HAVE PT_POSS1 RECIPE PT_DEM3
what is this .	WHAT PT_DEM3
look where you sit .	LOOK SIT LOCATION
this is not the right tool for this job .	NOT PT_DET TOOL RIGHT PT_DEM3 JOB
i just wondered why you mentioned the word surprise that is all .	NOW WONDER WHY PT_PRO2 MENTION WORD SURPRISE THAT-IS-ALL
what .	WHAT
sally what is that .	NS_SALLY PT_DEM3 WHAT
look .	LOOK
yes you are right there are three .	YES PT_PRO2 RIGHT THREE PT_LOC
i think you should go and get possum .	THINK PT_PRO2 SHOULD GO GET POSSUM
hello pauline .	HELLO NS_PAULINE
good now blow .	GOOD NOW BLOW
but possum sometimes playing is learning .	BUT NS_POSSUM SOMETIMES PLAY LEARN
s there it is .	S PT_LOC PT_DEM3
we could make porridge .	MAKE PORRIDGE POSSIBLE
it was great yeah .	GREAT YES
now put that down .	NOW PUT PT_DEM3 DOWN
i can not see around corners .	PT_PRO1 SEE-NOT CORNER AROUND
what is the next clue .	WHAT NEXT CLUE
look .	LOOK
yeah that sounds great .	SOUND GREAT
yeah it is even .	YEAH EVEN
why thank you possum .	WHY THANK PT_PRO2 NS_POSSUM
people come to sit and watch .	PEOPLE COME SIT WATCH
they are here .	PT_PRO3PL HERE
we had to work very hard and we did not get any time to stop and eat but the ship has cook quickly made up a batch of these energy balls for us to eat on the go and they gave us lots of energy so we could get the ropes down .	PT_PRO1PL WORK HARD NOT GET TIME STOP EAT BUT SHIP COOK QUICK MAKE BATCH ENERGY BALL PT_PRO1PL EAT GO AND GIVE PT_PRO1PL ENERGY MUCH SO COULD GET ROPE DOWN
look at all these things .	THING ALL LOOK
sally is anybody else coming .	NS_SALLY PT_LOC OTHER-PERSON COME
you can start the story with once upon a time .	PT_PRO2 START STORY ONCE UPON TIME
are we amazing people .	AMAZING PEOPLE PT_PRO1PL
look at the shape .	LOOK SHAPE
what is it have a look .	WHAT LOOK
hi sally is it nice and hot outside possum .	HELLO NS_SALLY NICE HOT OUTSIDE POSSUM
that sounds great .	SOUND GREAT
for the purposes of making a new road through here .	PURPOSE ROAD NEW MAKE HERE
why do not you give them some chocolate .	WHY PT_PRO2 GIVE-NOT PT_PRO3 CHOCOLATE
it is such a lovely day today .	TODAY LOVELY DAY
you know when i play cricket and i hit the ball .	PT_PRO1 CRICKET PLAY WHEN BALL HIT PT_PRO1
come on sally .	COME-ON NS_SALLY
that is very thoughtful of you .	PT_DEM3 THOUGHTFUL PT_PRO2
look at the big scroll .	LOOK BIG SCROLL
ok what should we learn today .	OKAY WHAT LEARN TODAY
i was watching those children hopping through those hoops .	PT_PRO1 WATCH CHILD HOP THROUGH HOOP MANY
you have written them down for me and that gets me excited .	PT_PRO2 WRITE DOWN PT_PRO1 PT_DEM3 EXCITED PT_PRO1
i have already made a chart so we can write down our measurements ok .	PT_PRO1 ALREADY MAKE CHART SO CAN WRITE MEASUREMENT PT_POSS1 OK
hello .	HELLO
that is right that is where i was .	PT_DEM3 RIGHT PT_DEM3 WHERE PT_PRO1 PAST
this is a kayak .	PT_DEM3 KAYAK
they are still there .	PT_PRO3PL STILL THERE
go around and under .	GO AROUND AND UNDER
that would be great thanks possum .	PT_DEM3 GREAT THANK POSSUM
good what is next .	GOOD WHAT NEXT
this is the checklist of what we are going to take with us .	CHECKLIST PT_DET TAKE GOING-TO LIST
when you put water into a tray and you put it into the freezer it becomes hard .	WATER PUT TRAY PUT FREEZER BECOME HARD
the muddy footprint was not here yesterday .	YESTERDAY MUD FOOTPRINT NOT-HERE
hi everyone .	HELLO EVERYONE
everybody feels nervous sometimes .	EVERYONE NERVOUS FEEL SOMETIMES
sally i was just joking .	NS_SALLY PT_PRO1 JOKE ONLY
i am possum .	PT_PRO1 POSSUM
it was very strange there were all sorts of trucks .	STRANGE TRUCK MANY PT_LOC
bye bye .	BYE BYE
how was that for a story .	STORY THAT HOW QUESTION
i will write that now .	PT_PRO1 WRITE NOW
why do not we pretend that the backyard is full of snow and we can trudge through it to the kitchen .	WHY NOT PRETEND BACKYARD FULL SNOW PT_PRO1PL CAN TRUDGE KITCHEN
i remember learning about shadows and i did like learning about them .	REMEMBER LEARN SHADOW LIKE LEARN
yes seeing all that bread get made .	YES SEE BREAD MAKE
sorry sally but i love milk .	SORRY NS_SALLY BUT MILK LOVE PT_PRO1
why do not we put an orange right down at the end of the shadow .	WHY NOT PUT ORANGE RIGHT DOWN END SHADOW
possum my old fridge is not working anymore .	NS_POSSUM PT_POSS3 OLD FRIDGE WORK-NOT ANYMORE
yes that would be good fun .	YES GOOD ENJOY
right i am gonna go outside and make my castle with those cardboard boxes .	RIGHT PT_PRO1 GO OUTSIDE MAKE PT_POSS1 CASTLE CARDBOARD BOX
yeah let us watch .	YES WATCH PT_PRO1PL
my soccer ball .	PT_POSS1 SOCCER BALL
see you next time .	SEE PT_PRO2 NEXT TIME
i am a very fast climber .	PT_PRO1 FAST CLIMB
please use my cape .	PLEASE USE PT_POSS1 CAPE
well our time is up .	TIME FINISH
i need to get skip out of his house so i can prepare for the party .	PT_PRO1 NEED GET SKIP OUT PT_POSS3 HOUSE SO PT_PRO1 CAN PREPARE PARTY
hello .	HELLO
i like mirrors i like to look at my face because it looks good .	MIRROR LIKE-1 FACE PT_POSS1 LOOK LIKE-1 GOOD LOOK
look i made a fish .	LOOK PT_PRO1 MAKE FISH
great .	GREAT
possum i think we should watch some children learning from a florist about flower arranging .	POSSUM PT_PRO1 THINK SHOULD WATCH CHILD LEARN FROM FLORIST ABOUT FLOWER ARRANGE
two .	TWO
bye .	BYE
would you like a cup of tea .	WANT CUP TEA PT_PRO2
so i brought the box out of my tree .	PT_PRO1 BOX PT_POSS1 TREE FROM OUT BRING
now sally turn it over .	NOW NS_SALLY TURN OVER
but to open it i need to push it .	OPEN NEED PUSH
what .	WHAT
something really different and i think you will love it .	DIFFERENT PT_PRO1 THINK PT_PRO2 WILL LOVE
that looks great .	PT_DEM3 LOOK GREAT
yeah let us watch .	YES WATCH
it was fantastic .	FANTASTIC
you can also finger spell p o s s u m s c h o o l .	PT_PRO2 CAN ALSO FINGERSPELL P O S S U M S C H O O L
if there is ever a job i need to do i can select just the right tool for the job instead of taking them all .	IF JOB PT_PRO1 NEED DO PT_PRO1 CAN SELECT RIGHT TOOL JOB INSTEAD TAKE ALL
yes yes that is exactly right .	YES YES RIGHT EXACTLY
no actually i think this is a one person kayak and a one possum kayak .	NO THINK KAYAK ONE-PERSON KAYAK ONE-POSSUM
so i would like to take it out open it up and assemble it .	TAKE-OUT OPEN ASSEMBLE WANT
all done .	FINISH
but sally i think it would be a great idea to have another tree somewhere .	BUT NS_SALLY PT_PRO1 THINK GOOD IDEA HAVE TREE OTHER
i want to set them up like at school .	PT_PRO1 SCHOOL LIKE SET-UP WANT
see you next time .	SEE-YOU NEXT TIME
can you put those in the bowl please .	CAN PT_PRO2 PUT PT_DEM3 BOWL PLEASE
you can see a long long way .	SEE DISTANCE FAR FAR
thank yousaid possum i can not wait to see what we learn tomorrow .	POSSUM THANK-YOU TOMORROW LEARN WHAT SEE WAIT NOT-CAN PT_PRO1
i know i will get some more from the fridge .	PT_PRO1 KNOW PT_PRO1 WILL GET SOME FRIDGE FROM
when we have finished with it all we can put it up in your tree house .	FINISH ALL CAN PUT TREE-HOUSE PT_POSS2
come on in possum .	COME-ON INSIDE NS_POSSUM
thanks for watching .	THANK-YOU WATCH
sally what does stretchy mean .	NS_SALLY STRETCHY MEAN WHAT
look .	LOOK
that glue looks ready possum .	PT_DEM3 GLUE LOOK READY NS_POSSUM
let us go over here .	PT_PRO1PL GO HERE
i sure am glad sally is ready for a break .	NS_SALLY BREAK READY GLAD VERY
what is up .	WHAT UP
yes it is .	YES THAT-IS_TRUE
two .	TWO
ok you get it possum .	GET POSSUM
hello .	HELLO
come here come here .	COME-HERE COME-HERE
that is because it has not been cooked yet .	COOK-NOT-YET
shall we put an orange there as a marker .	PUT ORANGE PT_LOC(3) MARKER
that is great thank you .	GREAT THANK-YOU PT_PRO2
they are lovely to watch swim around .	LOVELY WATCH SWIM AROUND
okay .	OKAY
you should always wear a helmet when you ride a bike .	PT_PRO2 SHOULD ALWAYS HELMET WEAR BIKE RIDE WHEN
right how do i write open and close .	RIGHT HOW WRITE OPEN CLOSE
great are we ready .	GREAT PT_PRO1PL READY
that is great .	PT_DEM3 GREAT
yeah .	YES
then later on if they needed to find it they would use the map .	THEN LATER NEED FIND THING USE MAP
you must be careful of this mud .	PT_PRO2 MUST CAREFUL MUD PT_DEM3
yes that is great .	YES PT_DEM3 GREAT
it is over there near the bench .	PT_LOC NEAR BENCH
do you want to come and help me .	PT_PRO2 WANT COME HELP PT_PRO1
i could start with dear amanda .	START DEAR NS_AMANDA
yes it is hard to think about what to put in .	YES HARD THINK PUT-IN WHAT
i need to go to the shop now and when i get back we can play with different weights .	PT_PRO1 NEED GO SHOP NOW WHEN RETURN PT_PRO1PL CAN PLAY WEIGHT DIFFERENT
can you please walk along these footprints so i can see .	PT_PRO2 CAN PLEASE WALK FOOTPRINT-PL PT_PRO1 SEE
i can see the cricket ball and the branches .	PT_PRO1 CAN SEE CRICKET BALL AND BRANCH
i never noticed that .	PT_PRO1 NOTICE-NOT NEVER
that is right .	PT_DEM3 RIGHT
my fingers were stuck together .	PT_POSS1 FINGER STUCK-TOGETHER
yeah let us watch .	YEAH PT_PRO1PL WATCH
what is it .	WHAT
you do not look like a butterfly at all .	PT_PRO2 LOOK BUTTERFLY NOT
good idea let us go .	GOOD IDEA PT_PRO1PL GO
is it like the sun going around the earth .	SUN AROUND EARTH GO LIKE-QUESTION
i have made fruit cake for all of us to share .	PT_PRO1 FRUIT-CAKE ALL PT_PRO1PL SHARE MAKE
ok it feels better .	FEEL BETTER
no i am giving skip the whole pie .	NO GIVE PT_PRO1 SKIP PIE ALL
can you follow me with the wheelbarrow please .	PT_PRO2 FOLLOW PT_PRO1 WHEELBARROW PLEASE
let us do it again .	AGAIN DO PT_PRO1PL
hello .	HELLO
but what are the numbers for skip .	WHAT NUMBER SKIP
the paper is like me .	PAPER LIKE PT_PRO1
ok .	OK
we have invited you here for a very special dinner .	PT_PRO1PL INVITE PT_PRO2 HERE DINNER SPECIAL VERY
the blue the white the green green again then white and blue .	BLUE WHITE GREEN GREEN WHITE BLUE
sort .	SORT
for making the obstacle course .	MAKE OBSTACLE-COURSE
possum is drawing his map .	POSSUM DRAW PT_POSS3 MAP
i have made one eighth .	PT_PRO1 MAKE EIGHTH ONE
hi skip .	HI SKIP
good .	GOOD
it says possums tree .	SIGN POSSUM TREE
i remember this .	PT_PRO1 REMEMBER PT_DEM3
i wonder why .	WHY WONDER
that is good now we carefully roll the coil around the edge .	PT_DEM3 GOOD NOW PT_PRO1PL CAREFUL ROLL COIL AROUND EDGE
that looks just lovely .	PT_DEM3 LOOK LOVELY
after the eggs have been laid the life cycle continues .	EGG LAY FINISH LIFE CYCLE CONTINUE
bye .	BYE
morning tea .	TEA MORNING
it is great look at it it is fantastic .	GREAT LOOK PT_DEM3 FANTASTIC
yes we should .	YES PT_PRO1PL SHOULD
this is the top of my tree .	PT_DEM3 TOP PT_POSS1 TREE
that is great now a triangle .	PT_DEM3 GREAT NOW TRIANGLE
i should get a straw and suck the nectar from a flower too .	PT_PRO1 STRAW GET SUCK FLOWER NECTAR
in the garden with the shovel .	GARDEN PT_LOC SHOVEL
would you like to help me .	PT_PRO2 HELP PT_PRO1 WANT
what sally why are they coming .	NS_SALLY WHY PT_PRO3PL COME
it eats the leaves and it grows bigger and bigger and bigger .	EAT LEAF GROW BIG BIG BIG
bye .	BYE
all right .	OKAY
she would have drawn it differently .	PT_PRO3 DRAW DIFFERENT
some of the other eggs have little baby chickens in them that grow and grow inside the shell .	EGG OTHER SOME PART HAVE BABY CHICKEN INSIDE SHELL GROW GROW
good .	GOOD
hello everyone .	HELLO EVERYONE
there is another one that is good fun that i like to do .	ANOTHER ONE GOOD FUN PT_PRO1 LIKE DO
the surprise party is for sally not skip .	SURPRISE PARTY FOR NS_SALLY NOT NS_SKIP
yes i have i have brought my wood and my toolbox .	YES PT_PRO1 BRING PT_POSS1 WOOD PT_POSS1 TOOLBOX
i am going to ask him if perhaps we could go sailing .	GO ASK-HIM SAILING CAN
so you pull it you pull pull .	SO PT_PRO2 PULL PT_DEM3 PT_PRO2 PULL PULL
looks ready to eat .	READY EAT
i know what that is .	PT_PRO1 KNOW WHAT PT_DEM3
there is nobody out here .	HERE NOBODY
look .	LOOK
i do not know much about bush walking and forests .	KNOW-NOT MUCH BUSH-WALK FOREST
yes .	YES
great i will go get them .	GREAT PT_PRO1 GO GET PT_DEM3
feel .	FEEL
sally luckily you caught it .	NS_SALLY LUCKY PT_PRO2 CATCH PT_DEM3
this looks great can i sit down .	PT_DEM3 LOOK GREAT PT_PRO1 SIT-DOWN CAN
would you like to start arranging the flowers .	PT_PRO2 WANT START ARRANGE FLOWER
that is a great way to remember a story .	THAT GOOD WAY REMEMBER STORY
sally look up here .	NS_SALLY LOOK UP PT_LOC
you are right skip .	PT_PRO2 RIGHT SKIP
what is that have a look .	WHAT PT_DEM3 LOOK
sally come on .	NS_SALLY COME-ON
where did he go .	WHERE PT_PRO3 GO
i need to go outside and wash the windows .	PT_PRO1 NEED GO OUTSIDE WINDOW WASH
really .	REALLY
would you like to do that possum .	WANT DO THAT POSSUM
look at all the different colors you have made possum .	LOOK PT_PRO3PL DIFFERENT COLOR PT_PRO2 MAKE
no .	NO
did the doctor put those things in his ears and listen to your chest and your heart .	DOCTOR PUT THING EAR LISTEN CHEST HEART PT_POSS2
so fractions does that mean if i cut it into equal parts are they fractions .	FRACTION MEAN IF PT_PRO1 CUT EQUAL PART FRACTION
yes we have to get the recipe out .	YES HAVE GET RECIPE OUT
did not that look like a lovely place .	LOOK LOVELY PLACE NOT
great .	GREAT
yes we could .	YES ABLE
look .	LOOK
hello .	HELLO
is possum here .	POSSUM HERE PT_DEM3
we need the flour .	PT_PRO1PL NEED FLOUR
i have a friend of mine who is quite sick unfortunately .	PT_PRO1 HAVE FRIEND PT_POSS1 SICK UNFORTUNATELY
those people rode in the rocket and then they travelled a very very long way and when they got there they had a look around collected a few things and came back .	PEOPLE RIDE ROCKET THEN TRAVEL FAR FAR LONG-WAY ARRIVE LOOK-AROUND COLLECT THING RETURN
there is no butter left it is all gone .	BUTTER LEFT-NOT ALL FINISH
hello .	HELLO
that looks great .	GREAT LOOK
bye .	BYE
it has all jumbled up .	JUMBLE-UP
well you could but i do not think that would be possible possum .	PT_PRO2 COULD BUT PT_PRO1 NOT THINK POSSIBLE POSSUM.
okay .	OKAY
sorry sally i thought you made this for me .	SORRY NS_SALLY PT_PRO1 THINK PT_PRO3 MAKE PT_PRO1 FOR
i saw a spider .	SEE SPIDER
ready go .	READY GO
so beautiful .	BEAUTIFUL
australia is surrounded by sea .	AUSTRALIA SURROUND SEA
yes we need to put it in the water first and then you can get in it .	YES PUT WATER FIRST THEN PT_PRO2 GET-IN
sally look .	NS_SALLY LOOK
i played a trick on you .	PT_PRO1 TRICK PLAY PT_PRO2
possum what is up .	NS_POSSUM WHAT UP
sally i am going to try and trick my reflection .	NS_SALLY GO TRY TRICK REFLECTION PT_POSS1
possum school .	POSSUM SCHOOL
sharing is when you do things equally that is not sharing .	SHARE EQUAL NOT SHARE
i know .	PT_PRO1 KNOW
no .	NO
no the moon does change .	NO MOON CHANGE
sometimes i do not know what i want to do .	SOMETIMES KNOW-NOT WANT WHAT DO
i am possum .	PT_PRO1 NS_POSSUM
hello everyone it is such a beautiful day .	HELLO EVERYONE DAY BEAUTIFUL
up the ladder .	UP LADDER
where shall we do it .	DO SHOULD-WE WHERE
ok i will start the pattern .	OK PT_PRO1 START PATTERN
can you stand up .	STAND-UP PT_PRO2 CAN
a chicken can only lay one or two eggs .	CHICKEN CAN LAY ONE TWO EGG
possum can jump .	NS_POSSUM CAN JUMP
hi .	HELLO
there is a big pile of wood in the back of it .	WOOD BIG PILE BACK PT_DET LOC
you are so good but .	PT_PRO2 GOOD
what is it .	WHAT
hi everyone .	HI EVERYONE
i did not think it rained at all possum .	PT_PRO1 THINK-NOT RAIN POSSUM
yep .	YES
hi .	HI
can i go ask him .	PT_PRO1 ASK CAN PERSON NS_SKIP
this is great .	GREAT
look .	LOOK
the surprise party was for you .	SURPRISE PARTY PT_POSS2
they looked so good .	PT_PRO3PL LOOK GOOD
one two three .	ONE TWO THREE
these look great can we eat them now .	PT_DEM3 LOOK GREAT CAN PT_PRO1PL EAT PT_DEM3 NOW
sally after i have had lunch i am going to go outside and see if i can find some cogs .	NS_SALLY AFTER PT_PRO1 FINISH LUNCH PT_PRO1 WILL GO OUTSIDE AND SEE CAN PT_PRO1 FIND COG
can we make something that looks just like your yard .	CAN PT_PRO1PL MAKE LOOK-LIKE YARD PT_POSS2
i am going to use yellow .	PT_PRO1 USE YELLOW
is possum here .	POSSUM HERE PT_DEM3
that is great .	GREAT
it is the right size .	RIGHT SIZE
no but he trains a lot to be able to run that fast .	NO BUT PT_PRO3 TRAIN LOTS ABLE RUN THAT FAST
she said she would be quick .	PT_PRO3 SAY PT_PRO3 QUICK
hello possum .	HELLO NS_POSSUM
see you next time .	SEE PT_PRO2 NEXT-TIME
that sounds great sally what kind of colors .	SOUND GREAT NS_SALLY COLOR WHAT KIND
it is not keeping things cold .	PT_DEM3 KEEP THING COLD NOT
that is very kind and very generous and very thoughtful of you possum but this is my home here .	PT_DEM3 KIND VERY GENEROUS VERY THOUGHTFUL PT_PRO2 NS_POSSUM BUT PT_DEM3 PT_POSS1 HOME HERE
how does it fit in there .	HOW PT_DEM3 FIT INSIDE
have a look .	LOOK
this one .	PT_DEM3 ONE
but i do like folding clothes that way .	BUT PT_PRO1 LIKE FOLD CLOTHES WAY
i will balance you out .	PT_PRO1 BALANCE PT_PRO2 OUT
i love standing up here and enjoying the breeze .	LOVE STAND-UP HERE ENJOY BREEZE
i have got some cushions inside .	PT_PRO1 HAVE CUSHION INSIDE
yes it is very yummy is not it .	YES YUMMY VERY NOT-RIGHT
i love surprises come on sally let us go .	PT_PRO1 LOVE SURPRISE COME-ON NS_SALLY PT_PRO1-PL GO
but sometimes i see sally using a special thing to turn the pancakes .	BUT SOMETIMES PT_PRO1 NS_SALLY SEE SPECIAL THING PANCAKE TURN USE
i am sure possum is going to love eating them all up .	PT_PRO1 SURE POSSUM GO LOVE EAT-UP ALL
you are funny .	PT_PRO2 FUNNY
i will go to the shop now .	NOW PT_PRO1 WILL GO SHOP
in you go .	PT_PRO2 GO
i am possum .	PT_PRO1 NS_POSSUM
once i have done that i am going to go and see what possum is up to .	FINISH PT_PRO1 OVEN DONE GO SEE NS_POSSUM
well these lettuce do not .	LETTUCE PT_DEM3PL HAVE-NOT SEED
that is me .	PT_PRO3 PT_PRO1
hi everyone .	HELLO EVERYONE
you get an egg you crack it .	GET EGG CRACK
good .	GOOD
open the door .	OPEN DOOR
look .	LOOK
thanks for watching .	THANK WATCH
possum before you said i was going too slow to the shops when i was fast but now you are being slow .	NS_POSSUM BEFORE PT_PRO2 SAY PT_PRO1 GO SLOW SHOP PT_PRO1 FAST BUT NOW PT_PRO2 SLOW
