text	gloss
that you can put in your tree house to remind you of the reef .	PT_PRO2 PUT-CAN PT_POSS2 TREE-HOUSE REMIND PT_PRO2 REEF
what could we make .	MAKE WHAT-CAN-WE
we will go into the kitchen soon but first i need to collect some bits of cloth and material and we will make something called a collage it is like a picture .	KITCHEN GO SOON FIRST PT_PRO1 COLLECT CLOTH MATERIAL MANY MAKE COLLAGE PICTURE LIKE
yeah that sounds great .	SOUND GREAT
why do not we imagine that we are jumping and swimming in the water .	WHY IMAGINE PT_PRO1PL JUMP SWIM WATER
what a great idea possum .	IDEA GREAT POSSUM
why do not you join us and pretend that we are all swimming out on the great barrier reef .	WHY PT_PRO2 JOIN PT_PRO1PL PRETEND PT_PRO1PL SWIM GREAT-BARRIER-REEF
swimming out there with all the fish under the water .	SWIM FISH WATER UNDER
yeah that is a great idea .	IDEA GREAT
sally look at all these things .	NS_SALLY LOOK THING MANY PT_DEM3
look at all the beautiful colors .	LOOK COLOR BEAUTIFUL MANY
yes possum i have collected lots of things some materials soft and hard and all sorts of different colors for things that we can use to make our collage .	NS_SALLY PT_PRO1 COLLECT THING MANY MATERIAL SOFT HARD COLOR DIFFERENT MANY COLLAGE MAKE CAN
sally i am so excited can we make it now .	NS_SALLY PT_PRO1 EXCITED MAKE NOW-CAN
you can see possum .	PT_PRO2 ABLE SEE POSSUM
i have put some blue paper and we can pretend that is our sea or our ocean .	PT_PRO1 HAVE PUT SOME BLUE PAPER AND PT_PRO1PL ABLE PRETEND PT_DEM3 BE PT_POSS1 SEA OR PT_POSS1 OCEAN
let us put some things on it .	PT_PRO1PL PUT SOME THING-PL PT_LOC
that is a bit rough is not it possum .	PT_DEM3 BE BIT ROUGH NOT-IT POSSUM
we could use that as our sand .	PT_PRO1PL COULD USE PT_DEM3 AS PT_POSS1 SAND
sally this is soft .	NS_SALLY PT_DEM3 BE SOFT
yes that is very soft is not it .	YES PT_DEM3 BE VERY SOFT NOT-IT
that can be our soft coral .	PT_DEM3 ABLE BE PT_POSS1 SOFT CORAL
yeah good idea .	YES GOOD IDEA
watch it waving in the water .	WATCH PT_DEM3 WAVE-IN WATER
sally this is soft as well .	NS_SALLY PT_DEM3 BE SOFT WELL
yes .	YES
it is a sponge we could use it as a sea sponge .	PT_DEM3 BE SPONGE PT_PRO1PL COULD USE PT_DEM3 AS SEA SPONGE
sally look .	NS_SALLY LOOK
it is hard .	PT_DEM3 BE HARD
yes it is a hard bit of cardboard .	YES PT_DEM3 BE HARD BIT CARDBOARD
what could we do with that .	WHAT PT_PRO1PL COULD DO PT_DEM3
why do not we cut a shape out of it .	WHY PT_PRO1PL DO-NOT CUT SHAPE-OUT PT_DEM3
i know why do not we make a starfish .	PT_PRO1 KNOW WHY PT_PRO1PL DO-NOT MAKE STARFISH
yeah good idea .	YES GOOD IDEA
this is soft but it is also hard .	PT_DEM3 SOFT BUT HARD
so i might cut it and use it to make some coral .	MAYBE CUT THAT USE MAKE CORAL
is not that cute .	CUTE-NOT
i could use that as soft coral .	CAN USE THAT SOFT CORAL
well done possum that looks great .	WELL DONE NS_POSSUM LOOK GREAT
that is a lovely red starfish .	PT_DEM3 LOVELY RED STARFISH
why do not we paint some dots on it .	WHY PAINT DOT PT_DEM3
do you want to do that possum .	PT_PRO2 WANT DO PT_DEM3 NS_POSSUM
while you are doing that i am going to make the fish .	PT_PRO2 DO THAT TIME PT_PRO1 MAKE FISH
sally look .	NS_SALLY LOOK
look i made a fish .	LOOK PT_PRO1 MAKE FISH
look it is a fish that looks awesome .	LOOK PT_DEM3 FISH LOOK AWESOME
it is so cute .	PT_DEM3 CUTE
yes it is like all the fish we saw at the aquarium and now you have got your own collage .	YES PT_DEM3 LIKE FISH PT_PRO1PL SEE AQUARIUM NOW PT_PRO2 HAVE PT_POSS2 COLLAGE
what is that sally .	PT_DEM3 WHAT NS_SALLY
that is like the hard and soft coral it is a combination .	PT_DEM3 LIKE HARD SOFT CORAL COMBINATION
that is great .	PT_DEM3 GREAT
when we have finished with it all we can put it up in your tree house .	FINISH ALL CAN PUT TREE-HOUSE PT_POSS2
it will look beautiful .	WILL LOOK BEAUTIFUL
is there anymore we can put on .	MORE CAN PUT
is not that beautiful .	PT_DET BEAUTIFUL-NOT
look at all the soft coral we have here and the hard coral .	LOOK CORAL SOFT CORAL HARD PT_PRO1 HAVE PT_LOC
the fish swimming through the ocean .	FISH SWIM OCEAN
look at all the bright colors we have got it looks lovely .	LOOK COLOUR BRIGHT MANY PT_PRO1 HAVE LOVELY
sally this is going to look great up in my tree house .	NS_SALLY PT_DEM3 LOOK GREAT TREE-HOUSE PT_POSS1
sally can we can make one more for you .	NS_SALLY PT_PRO2 CAN MAKE ONE MORE PT_POSS2
yes please that would be lovely .	YES PLEASE LOVELY
you can all have fun making collage pictures too .	PT_PRO2PL FUN MAKE COLLAGE-PICTURE
well our time is up .	TIME FINISH
thanks for watching .	THANK WATCH
see you next time .	SEE PT_PRO2 NEXT-TIME
bye bye .	BYE-BYE
hello .	HELLO
look .	LOOK
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 NS_POSSUM
hello .	HELLO
hello .	HELLO
hello everyone .	HELLO EVERYONE
look at all this rain .	LOOK ALL RAIN PT_DEM3
i do not want to get wet .	PT_PRO1 WANT-NOT WET
i need my wet weather things .	PT_PRO1 NEED PT_POSS1 WET-WEATHER THING
i have got my umbrella and i have my gumboots .	PT_PRO1 HAVE UMBRELLA AND PT_PRO1 HAVE GUMBOOT
i should put them on .	PT_PRO1 SHOULD PUT-ON PT_PRO3PL
it is raining a lot .	RAIN LOT
i wonder how possum is going .	PT_PRO1 WONDER POSSUM GO HOW
i wonder if he has wet or dry .	PT_PRO1 WONDER POSSUM HAVE WET OR DRY
let us go have a look .	GO LOOK
hello sally .	HELLO NS_SALLY
possum you are going to get wet .	NS_POSSUM PT_PRO2 WILL-GET WET
i have got my leaves here they are going to keep me nice and dry .	PT_PRO1 HAVE PT_POSS1 LEAF HERE PT_PRO3PL WILL KEEP PT_PRO1 NICE DRY
do you have a leaf sally .	PT_PRO2 HAVE LEAF NS_SALLY
i do i have my umbrella .	PT_PRO1 HAVE PT_PRO1 HAVE UMBRELLA
i am not going to get wet see i am nice and dry .	PT_PRO1 WILL-NOT GET WET SEE PT_PRO1 NICE DRY
but you will get wet possum .	BUT PT_PRO2 WILL GET WET NS_POSSUM
no i have my leaves .	NO PT_PRO1 HAVE PT_POSS1 LEAF
they are going to keep me nice and dry .	PT_PRO3PL WILL KEEP PT_PRO1 NICE DRY
no possum you will get wet .	NO NS_POSSUM PT_PRO2 WILL GET WET
no i will stay nice and dry .	NO PT_PRO1 WILL STAY NICE DRY
watch out .	WATCH-OUT
sally i am all wet .	NS_SALLY PT_PRO1 SOAKING-WET
possum you poor thing but look this rain is getting heavier and heavier .	NS_POSSUM PT_PRO2 POOR THING LOOK RAIN GET-HEAVY GET-HEAVY
the whole garden is getting wet .	GARDEN WHOLE WET GET
that is right sally .	RIGHT PT_DEM3
the plants in the garden are getting very wet they will be so happy .	PLANT GARDEN VERY-WET GET HAPPY BE
yes they will and hopefully if we get enough rain we will be able to get some puddles in the backyard .	YES HAPPY RAIN ENOUGH GET PUDDLE BACKYARD CAN
because i love wearing my gumboots and splashing in puddles and kicking the water around .	BECAUSE PT_PRO1 LOVE GUMBOOT WEAR SPLASH PUDDLE KICK WATER AROUND
possum you are wet through .	NS_POSSUM PT_PRO2 WET THROUGH
we need to go inside and dry you off .	INSIDE GO DRY PT_PRO2 NEED
i will get a towel and dry you let us go .	TOWEL GET DRY PT_PRO2 GO-LET
possum .	NS_POSSUM
i have an idea .	IDEA HAVE PT_PRO1
what is it .	WHAT
why do not we pretend that there are puddles all over the place .	PUDDLE EVERYWHERE PRETEND CAN-NOT WHY NOT
we can jump and splash and kick around and have fun .	JUMP SPLASH KICK AROUND FUN HAVE CAN
would you like to do that .	DO PT_PRO2 WANT
yeah copy us kids come on .	YEAH COPY KID COME
that is better i am all dry now .	DRY NOW BETTER
it was quite heavy outside with the rain we have come inside now and it is dry .	RAIN HEAVY OUTSIDE INSIDE COME NOW DRY
are you wet or dry possum .	PT_PRO2 WET OR DRY NS_POSSUM
sally i am dry but the towel it is all wet .	NS_SALLY PT_PRO1 DRY BUT TOWEL PT_DEM3 WET ALL
well the towel is wet because before you were wet possum .	WELL TOWEL WET BECAUSE BEFORE PT_PRO2 WET NS_POSSUM
i used the towel to dry you and it soaked up all the water from your fur and that is why the towel is now wet .	PT_PRO1 USE TOWEL DRY PT_PRO2 TOWEL SOAK-UP WATER ALL FROM FUR PT_POSS2 REASON TOWEL NOW WET
it soaked up all the water from your fur and that is why the towel is now wet .	TOWEL SOAK-UP WATER ALL FROM FUR PT_POSS2 REASON TOWEL NOW WET
it is almost like a sponge .	LIKE SPONGE ALMOST
sally what is a sponge .	NS_SALLY SPONGE WHAT
i will show you possum .	PT_PRO1 SHOW PT_PRO2 NS_POSSUM
this is a sponge .	PT_DEM3 SPONGE
you see it is soft and there is lots of holes in it .	PT_PRO2 SEE SOFT HOLE MANY IN PT_DEM3
can you see that .	PT_PRO2 SEE THAT CAN
water can be soaked up into the sponge and it is good for cleaning up spills .	WATER SOAK-UP INTO SPONGE CAN CLEAN SPILL GOOD
would you like to try it .	TRY PT_DEM3 WANT-NOT PT_PRO2
yes please .	YES PLEASE
well just go get a jug of water and a bowl possum .	WELL WATER JUG GET BOWL GET NS_POSSUM
i will pour some water onto the plate .	PT_PRO1 PLATE ON WATER POUR
now use the sponge and see what happens to the water .	NOW SPONGE USE WATER HAPPEN WHAT SEE
it is gone the plate is dry the water has gone it is disappeared .	GONE PLATE DRY WATER GONE DISAPPEAR
squeeze the sponge over the bowl see what happens .	SPONGE SQUEEZE OVER BOWL HAPPEN WHAT SEE
the water has gone and there it is .	WATER GONE BOWL PT_LOC WATER PT_DEM3
does not that look great all that water coming out .	LOOK GREAT NOT, WATER COME-OUT MANY
hey possum look outside the window .	HEY POSSUM LOOK WINDOW OUTSIDE
it is still raining .	RAIN CONTINUE
it is so wet outside .	OUTSIDE WET VERY
i do not think we can go outside and play yet .	THINK NOT, GO OUTSIDE PLAY CAN-NOT YET
no but sally all the plants in the garden will be wet .	NO, SALLY PLANT GARDEN ALL WET
that means they are going to be happy and if they are happy i am happy .	HAPPY, HAPPY MEAN, PT_PRO1 HAPPY
yes me too .	YES, PT_PRO1 SAME
if the garden is happy that makes me feel happy .	GARDEN HAPPY, PT_PRO1 HAPPY FEEL
i wonder what other children do to make their gardens happy .	WONDER, CHILD OTHER WHAT DO GARDEN HAPPY MAKE
i do not know .	KNOW NOT
why do not we watch .	WHY NOT WATCH
yeah let us watch .	YES WATCH
i love working in the garden growing plants .	LOVE, GARDEN WORK, PLANT GROW
that looked like so much fun .	FUN VERY LOOK
it really did .	TRUE
all those children were having a wonderful time and laughing and playing .	CHILD MANY WONDERFUL TIME HAVE, LAUGH, PLAY
why do not we grow some little plants in the kitchen .	WHY NOT PLANT LITTLE GROW KITCHEN
inside the house sally .	HOUSE INSIDE, SALLY
yes we can do that .	YES CAN DO
just recently i grew some little plants and they have grown really well so now i would like to grow some more .	RECENTLY PT_PRO1 GROW PLANT SMALL MANY FINISH GROW GOOD EXCELLENT NOW PT_PRO1 WANT GROW MORE
would you like to help .	PT_PRO2 WANT HELP
yes please .	YES PLEASE
i have got some instructions that explain how we can grow our mustard seeds .	PT_PRO1 HAVE INSTRUCTION EXPLAIN HOW PT_PRO1PL GROW MUSTARD SEED
this just explains what we need to do .	PT_DEM3 EXPLAIN ONLY WHAT PT_PRO1PL NEED DO
the instructions say we need to get a few things first .	INSTRUCTION SAY PT_PRO1PL NEED GET THING FEW FIRST
can you please get an egg carton and some scissors possum from the second drawer .	PT_PRO2 CAN GET EGG CARTON AND SCISSORS PLEASE DRAWER SECOND
i will go and get some cotton wool and the seeds okay .	PT_PRO1 WILL GO GET COTTON WOOL AND SEED OKAY
all right .	ALRIGHT
okay now what we need to do is cut the egg carton down the middle .	NOW NEED DO CUT EGG CARTON MIDDLE DOWN
can you do that please .	PT_PRO2 CAN DO THAT PLEASE
like this sally .	LIKE-THIS NS_SALLY
good great job possum .	GOOD GREAT JOB NS_POSSUM
now now we need to get the cotton wool and if you can put it inside each of the little holes .	NOW NEED GET COTTON WOOL AND PT_PRO2 CAN PUT INSIDE HOLE SMALL EACH
see it is all dry .	SEE DRY ALL
but we need to wet it .	BUT NEED WET
we can use water or milk .	CAN USE WATER OR MILK
you are funny sally .	PT_PRO2 FUNNY NS_SALLY
plants do not like milk they need water .	PLANT LIKE MILK-NOT NEED WATER
that is right .	RIGHT THAT
plants do not like milk at all .	PLANT MILK LIKE-NOT NOTHING
so can you please pour a little bit of water onto the cotton wool not too much .	WATER LITTLE BIT COTTON-WOOL POUR PLEASE MUCH-NOT
that is great .	GREAT
now we just need to add our mustard seeds .	NOW MUSTARD SEED ADD NEED
can you sprinkle them over the top please .	SPRINKLE TOP PLEASE
that should be enough .	ENOUGH
that looks great .	GREAT LOOK
now we just have to sit and watch them grow .	NOW SIT WATCH GROW
it will take a few daysi grew some the other day .	DAY#FEW TAKE-TIME GROW SEED RECENTLY
i can show you .	PT_PRO1 SHOW CAN PT_PRO2
yes please .	YES PLEASE
for me .	PT_PRO1
yes possum .	YES POSSUM
these are ones i grew the other day but i thought i would add a face and some antennae on there to make it look like a caterpillar .	THESE DAY OTHER GROW RECENTLY PT_PRO1 FACE ADD ANTENNAE ADD CATERPILLAR LOOK-LIKE MAKE
it looks great does not it .	GREAT LOOK NOT
there are other ways that you can grow seeds too .	SEED GROW WAY OTHER EXIST
these are great for putting into a salad and eating .	SALAD PUT EAT GREAT
tastes delicious .	DELICIOUS TASTE
possum look outside the window .	POSSUM WINDOW OUTSIDE LOOK
the rain has finally stopped .	RAIN STOP FINALLY
why do not we go outside and have a look at the garden .	WHY GO-NOT OUTSIDE LOOK GARDEN
well our time is up .	TIME FINISH
thanks for watching .	THANKS WATCH
see you next time .	SEE PT_PRO2 NEXT TIME
bye bye .	BYE BYE
hello .	HELLO
look .	LOOK
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 NS_POSSUM
hello .	HELLO
hello everyone .	HELLO EVERYONE
you can see all my pencils on the table .	PT_PRO2 CAN SEE PT_POSS1 PENCIL MANY TABLE
i am sharpening them so they are nice and sharp .	PT_PRO1 SHARPEN FINISH NICE SHARP
possum should be here soon .	NS_POSSUM COME SOON
i know he would love to help .	PT_PRO1 KNOW PT_PRO3 HELP WANT
here he is .	PT_LOC HERE PT_PRO3
hello .	HELLO
come and have a seat .	COME SIT
what are we doing .	WHAT DO
well possum my pencils are blunt so i would like to make them nice and sharp .	WELL POSSUM PT_POSS1 PENCIL MANY BLUNT SO PT_PRO1 WANT SHARP NICE SHARP
do you want to help .	PT_PRO2 WANT HELP
sally is this one sharp .	NS_SALLY PT_DEM3 SHARP
no possum that is blunt .	NO POSSUM PT_DEM3 BLUNT
see i will show you how to make it sharp .	SEE PT_PRO1 SHOW PT_PRO2 HOW SHARP
see sharp .	SEE SHARP
see it is sharp .	SEE PT_DEM3 SHARP
yeah .	YEAH
feel free to do some more .	FEEL FREE DO MORE
possum i thought you would love to help sharpen the pencils but you seem a bit distracted what is going on .	POSSUM PT_PRO1 THINK PT_PRO2 WILL LOVE HELP SHARPEN PENCIL MANY BUT PT_PRO2 SEEM DISTRACT LITTLE WHAT HAPPEN
it would be fun but i was just wondering would you have something that i could mend a door with .	WILL FUN BUT PT_PRO1 WONDER PT_PRO2 HAVE SOMETHING PT_PRO1 CAN FIX DOOR
possum is there something wrong with the door in your tree house .	NS_SALLY PT_DET DOOR PT_POSS2 TREE-HOUSE SOMETHING WRONG
have you been swinging on it again .	PT_PRO2 SWING PT_DEM3 AGAIN
now is it broken .	NOW BREAK
yes sally i am so sorry .	YES NS_SALLY PT_PRO1 SORRY VERY
i just love swinging on my door it is so much fun .	PT_PRO1 LOVE SWING PT_POSS1 DOOR PT_DEM3 FUN VERY
i am sorry .	PT_PRO1 SORRY
it does not matter possum because amanda will be here soon .	NOT-MATTER POSSUM BECAUSE NS_AMANDA COME SOON
i have asked her to come and have a look at the drawer .	PT_PRO1 ASK PT_PRO3 COME LOOK DRAWER
perhaps she can have a look at your tree house door too .	MAYBE PT_PRO3 CAN LOOK PT_POSS2 TREE-HOUSE DOOR ALSO
here she is now .	NOW PT_LOC PT_PRO3 PT_LOC
hello amanda .	HELLO NS_AMANDA
hello .	HELLO
see this one is the problem one .	PT_DEM3 PROBLEM
yes it is sticking on the bottom .	YES PT_PRO3 STICK BOTTOM
i will need to plane it and that will make it a lot easier to open and close .	PT_PRO1 NEED PLANE PT_PRO3 AND PT_DEM3 EASY OPEN CLOSE
amanda what is a plane .	NS_AMANDA PLANE WHAT
a plane is a tool with a sharp blade and you use it to smooth the rough wood .	PLANE TOOL SHARP BLADE USE SMOOTH ROUGH WOOD
great .	GOOD
so i can fix your drawer sally .	PT_PRO1 CAN FIX PT_POSS2 DRAWER NS_SALLY
before we do that amanda there is a problem with possums tree house .	BEFORE PT_PRO1 PT_PRO2 PROBLEM POSSUM TREE HOUSE
he has been swinging on the door again and now it is broken .	PT_PRO3 SWING DOOR AGAIN NOW BREAK
do you think you could have a look at it .	PT_PRO2 THINK LOOK PT_PRO3 CAN
yes i can look at your door .	YES PT_PRO1 CAN LOOK PT_POSS2 DOOR
you could that is great .	PT_PRO2 CAN PT_DEM3 GREAT
good let us go .	GOOD GO
i have used wood and sharp nails to make the frame nice and strong now .	PT_PRO1 USE WOOD SHARP NAIL MAKE FRAME STRONG
it is a good door .	PT_PRO3 GOOD DOOR
is not she so clever possum .	PT_PRO3 CLEVER POSSUM NOT-REALLY
looks like hard work though .	LOOK-LIKE HARD WORK
well it is not always hard .	WELL HARD-NOT ALWAYS
sometimes it can be easy working with wood .	SOMETIMES EASY WORK WOOD
why do not we watch some children making things out of wood .	WHY NOT-WATCH CHILDREN MAKE THING WOOD
yeah let us watch .	YEAH WATCH
i am making and painting a train .	MAKE PAINT TRAIN
i am making a plane .	MAKE PLANE
i am making a boat out of wood .	MAKE BOAT WOOD
were not they clever children .	CLEVER CHILDREN NOT-TRUE PT_PRO3PL
they made such wonderful things out of wood .	MAKE THING WONDERFUL WOOD MANY
so clever .	CLEVER
it looked like lots of fun .	LOOK-LIKE FUN LOTS
possum seems to have gone missing .	POSSUM GO-NOT MISSING
i do not know where he has gone .	WHERE POSSUM GO NOT-KNOW PT_PRO1
anyway thank you so much amanda for coming and fixing his door .	ANYWAY THANK AMANDA COME FIX DOOR PT_POSS3
now amanda sally come look what i have drawn up .	NOW AMANDA SALLY COME LOOK DRAW PT_POSS1
now after watching those children make those wonderful things it made me think of some great ideas that i want to put on my tree .	NOW WATCH CHILDREN MAKE THING WONDERFUL THAT MAKE PT_PRO1 THINK IDEA GOOD WANT PUT TREE PT_POSS1
i want a painting wall for my paintings i want to put it right here .	WANT WALL PAINTING PUT PAINTING PT_POSS1 RIGHT-HERE PT_LOC
i want a sign that says possum’s tree right here .	WANT SIGN SAY POSSUM TREE RIGHT-HERE PT_LOC
i want a sports box to put all my sports gear right in front of my tree .	WANT BOX SPORTS PUT GEAR SPORTS FRONT TREE PT_POSS1
i want some soccer goals right in the corner next to my tree .	WANT GOAL SOCCER CORNER NEXT TREE PT_POSS1
i want a bird feeder that i can hang in my tree right here .	WANT BIRD-FEEDER PT_POSS1 HANG TREE PT_LOC HERE
