clip,predicted_glosses,predicted_with_confidence,ground_truth
video_41_30,YES NS_POSSUM PT_PRO2 GREAT PT_PRO3 PT_DEM3 WILL PT_PRO1 RIGHT THANK-YOU CAN SEE,YES(0.71) NS_POSSUM(0.66) PT_PRO2(0.65) GREAT(0.61) PT_PRO3(0.60) PT_DEM3(0.58) WILL(0.57) PT_PRO1(0.54) RIGHT(0.51) THANK-YOU(0.49) CAN(0.46) SEE(0.45),PT_PRO1
video_41_46,WATCH EVERYONE HELLO YES PT_PRO1 THANK-YOU NS_SALLY NS_POSSUM,WATCH(0.84) EVERYONE(0.77) HELLO(0.69) YES(0.64) PT_PRO1(0.51) THANK-YOU(0.51) NS_SALLY(0.48) NS_POSSUM(0.46),YES
video_41_54,PT_PRO2 CAN NS_SALLY PT_DEM3 PT_POSS2 PT_PRO1 WHAT GREAT WANT MAKE LOOK PT_PRO1PL MORE RIGHT YES,PT_PRO2(0.74) CAN(0.71) NS_SALLY(0.68) PT_DEM3(0.65) PT_POSS2(0.64) PT_PRO1(0.63) WHAT(0.59) GREAT(0.58) WANT(0.55) MAKE(0.54) LOOK(0.51) PT_PRO1PL(0.51) MORE(0.45) RIGHT(0.45) YES(0.45),OKAY
video_41_57,GREAT PT_DEM3 NS_SALLY OKAY GOOD RIGHT WHAT LOOK YES OK,GREAT(0.88) PT_DEM3(0.71) NS_SALLY(0.63) OKAY(0.61) GOOD(0.59) RIGHT(0.59) WHAT(0.55) LOOK(0.55) YES(0.50) OK(0.48),PT_DEM3
video_41_73,NOW NEED PLEASE PT_PRO1PL PT_DEM3 PT_PRO2 HAVE PUT MAKE GET CAN SEE PT_LOC THEN NS_POSSUM ALL LOOK ONE USE,NOW(0.95) NEED(0.89) PLEASE(0.85) PT_PRO1PL(0.80) PT_DEM3(0.77) PT_PRO2(0.66) HAVE(0.64) PUT(0.62) MAKE(0.59) GET(0.56) CAN(0.54) SEE(0.53) PT_LOC(0.51) THEN(0.50) NS_POSSUM(0.49) ALL(0.47) LOOK(0.46) ONE(0.46) USE(0.46),BIG PT_DEM3 VERY
video_41_74,GREAT PT_DEM3 NS_SALLY RIGHT YES OKAY LOOK WHAT OK,GREAT(0.82) PT_DEM3(0.71) NS_SALLY(0.65) RIGHT(0.61) YES(0.61) OKAY(0.55) LOOK(0.54) WHAT(0.53) OK(0.50),GREAT OKAY
video_41_77,NOW PT_DEM3 PT_PRO1PL NS_SALLY LOOK PT_PRO1 PT_PRO2 HAVE NEED PT_POSS1 GREAT MAKE PT_LOC WHAT READY ONE NS_POSSUM CAN FINISH HERE,NOW(0.75) PT_DEM3(0.69) PT_PRO1PL(0.64) NS_SALLY(0.63) LOOK(0.59) PT_PRO1(0.58) PT_PRO2(0.58) HAVE(0.57) NEED(0.56) PT_POSS1(0.56) GREAT(0.54) MAKE(0.53) PT_LOC(0.52) WHAT(0.51) READY(0.49) ONE(0.48) NS_POSSUM(0.47) CAN(0.46) FINISH(0.46) HERE(0.45),PT_DEM3 VERY
video_41_84,GREAT WHAT NS_SALLY PT_DEM3 OKAY OK RIGHT YES,GREAT(0.77) WHAT(0.74) NS_SALLY(0.69) PT_DEM3(0.68) OKAY(0.59) OK(0.57) RIGHT(0.56) YES(0.50),BIG NOW PT_DEM3
video_41_102,NS_SALLY LOOK GREAT PT_DEM3 OKAY YES THANK-YOU OK PT_LOC,NS_SALLY(0.80) LOOK(0.72) GREAT(0.71) PT_DEM3(0.63) OKAY(0.60) YES(0.57) THANK-YOU(0.50) OK(0.48) PT_LOC(0.47),PT_DEM3 PT_LOC
video_41_110,YES OKAY RIGHT OK GREAT,YES(0.95) OKAY(0.78) RIGHT(0.68) OK(0.66) GREAT(0.64),PT_DEM3 PT_LOC
video_41_145,WHAT GREAT,WHAT(0.93) GREAT(0.51),PT_DEM3
video_41_168,GREAT YES PT_DEM3 RIGHT LOOK NS_POSSUM WHAT LOVELY GOOD PT_PRO2,GREAT(0.82) YES(0.79) PT_DEM3(0.74) RIGHT(0.74) LOOK(0.60) NS_POSSUM(0.59) WHAT(0.57) LOVELY(0.53) GOOD(0.52) PT_PRO2(0.48),LOOK
video_41_184,HELLO EVERYONE NS_SALLY BYE,HELLO(0.93) EVERYONE(0.74) NS_SALLY(0.50) BYE(0.49),TWO
video_41_204,GREAT GOOD RIGHT PT_DEM3 YES OK,GREAT(0.85) GOOD(0.75) RIGHT(0.62) PT_DEM3(0.61) YES(0.52) OK(0.52),PT_DEM3
video_41_206,SEE PT_PRO2 PT_POSS1 WELL PT_DEM3,SEE(0.87) PT_PRO2(0.78) PT_POSS1(0.69) WELL(0.59) PT_DEM3(0.56),PT_PRO1PL
video_41_207,WATCH THANK-YOU GREAT FINISH,WATCH(0.90) THANK-YOU(0.62) GREAT(0.54) FINISH(0.50),WATCH
video_42_24,YES NS_POSSUM GREAT RIGHT PT_DEM3,YES(0.94) NS_POSSUM(0.89) GREAT(0.70) RIGHT(0.69) PT_DEM3(0.65),ALL GOOD HAVE NS_POSSUM PT_DEM3
video_42_28,MAKE NOW PT_PRO1PL NEED PT_PRO1 HAVE BUT CAN PT_DEM3 NS_SALLY PT_PRO2 PUT MANY PT_POSS1 AND FINISH ALL THEN GOOD NS_POSSUM GET SEE USE ONE PT_PRO3 GO,MAKE(0.78) NOW(0.74) PT_PRO1PL(0.72) NEED(0.70) PT_PRO1(0.67) HAVE(0.64) BUT(0.63) CAN(0.63) PT_DEM3(0.61) NS_SALLY(0.61) PT_PRO2(0.59) PUT(0.55) MANY(0.54) PT_POSS1(0.54) AND(0.52) FINISH(0.51) ALL(0.50) THEN(0.49) GOOD(0.49) NS_POSSUM(0.48) GET(0.48) SEE(0.48) USE(0.48) ONE(0.47) PT_PRO3(0.46) GO(0.46),PT_DEM3 PT_PRO1 WANT
video_42_51,NS_SALLY YES GREAT KNOW PT_DEM3 PT_PRO1,NS_SALLY(0.74) YES(0.68) GREAT(0.61) KNOW(0.61) PT_DEM3(0.56) PT_PRO1(0.55),HAVE PT_PRO1
video_42_74,HELLO NS_SALLY BYE WAIT NS_POSSUM,HELLO(0.82) NS_SALLY(0.58) BYE(0.53) WAIT(0.52) NS_POSSUM(0.51),HELLO WELL
video_42_109,NS_POSSUM PT_PRO2 PT_DEM3 PT_PRO3 YES GO PT_PRO1 SEE CAN HAVE WANT GREAT,NS_POSSUM(0.77) PT_PRO2(0.73) PT_DEM3(0.65) PT_PRO3(0.63) YES(0.60) GO(0.55) PT_PRO1(0.52) SEE(0.51) CAN(0.51) HAVE(0.50) WANT(0.47) GREAT(0.46),LOVELY
video_43_65,PT_DEM3 YES CAN GREAT WHAT WATCH DO RIGHT PT_PRO2 WILL LOOK,PT_DEM3(0.63) YES(0.58) CAN(0.57) GREAT(0.56) WHAT(0.55) WATCH(0.54) DO(0.51) RIGHT(0.51) PT_PRO2(0.50) WILL(0.46) LOOK(0.46),WAIT
video_43_69,YES PT_DEM3 RIGHT PT_PRO2 NS_POSSUM WHAT LOVELY GREAT DO LOOK CAN WANT,YES(0.72) PT_DEM3(0.71) RIGHT(0.70) PT_PRO2(0.67) NS_POSSUM(0.63) WHAT(0.63) LOVELY(0.62) GREAT(0.61) DO(0.50) LOOK(0.49) CAN(0.48) WANT(0.48),KNOW PT_PRO2
video_43_76,GREAT YES WHAT GOOD OKAY WATCH RIGHT PT_DEM3 OK LOOK,GREAT(0.78) YES(0.65) WHAT(0.65) GOOD(0.64) OKAY(0.63) WATCH(0.61) RIGHT(0.57) PT_DEM3(0.53) OK(0.48) LOOK(0.46),PT_PRO1PL WATCH
video_43_99,ONE NS_SALLY GREAT PT_DEM3 LOOK OKAY PT_LOC YES CAN PT_PRO2 RIGHT WHAT,ONE(0.69) NS_SALLY(0.66) GREAT(0.65) PT_DEM3(0.64) LOOK(0.63) OKAY(0.56) PT_LOC(0.55) YES(0.52) CAN(0.49) PT_PRO2(0.49) RIGHT(0.49) WHAT(0.48),LOVELY PT_PRO3PL
video_44_41,NS_SALLY PT_PRO1 BUT CAN MAKE PT_PRO2 WHAT PT_DEM3 NOW HAVE PT_POSS1 PT_PRO1PL PT_PRO3 GO NEED PT_POSS2 GET NS_POSSUM KNOW WANT SEE,NS_SALLY(0.81) PT_PRO1(0.75) BUT(0.72) CAN(0.68) MAKE(0.67) PT_PRO2(0.66) WHAT(0.61) PT_DEM3(0.61) NOW(0.57) HAVE(0.56) PT_POSS1(0.53) PT_PRO1PL(0.51) PT_PRO3(0.50) GO(0.50) NEED(0.49) PT_POSS2(0.49) GET(0.48) NS_POSSUM(0.47) KNOW(0.46) WANT(0.46) SEE(0.45),PT_PRO1
video_44_56,GREAT WATCH GOOD OKAY RIGHT PT_DEM3 OK YES WHAT,GREAT(0.95) WATCH(0.86) GOOD(0.85) OKAY(0.68) RIGHT(0.66) PT_DEM3(0.59) OK(0.58) YES(0.57) WHAT(0.53),PT_PRO1
video_44_74,NS_SALLY PT_PRO1 PT_POSS1 TREE PT_DEM3 NOW HAVE,NS_SALLY(0.90) PT_PRO1(0.77) PT_POSS1(0.75) TREE(0.66) PT_DEM3(0.58) NOW(0.47) HAVE(0.46),NS_SALLY PT_PRO3 RIGHT
video_44_111,PT_PRO1 NS_POSSUM PT_PRO3 HAVE PT_PRO2 KNOW GO CAN SEE PT_DEM3 BUT PT_POSS1 YES VERY PT_PRO1PL THINK,PT_PRO1(0.73) NS_POSSUM(0.70) PT_PRO3(0.67) HAVE(0.65) PT_PRO2(0.64) KNOW(0.64) GO(0.59) CAN(0.57) SEE(0.57) PT_DEM3(0.56) BUT(0.53) PT_POSS1(0.52) YES(0.50) VERY(0.47) PT_PRO1PL(0.46) THINK(0.46),NS_POSSUM PT_PRO1 PT_PRO2
video_44_136,GREAT GOOD RIGHT YES PT_DEM3 WHAT OKAY,GREAT(0.92) GOOD(0.77) RIGHT(0.76) YES(0.76) PT_DEM3(0.72) WHAT(0.54) OKAY(0.48),RIGHT
video_44_146,PT_DEM3 NOW NEED NS_POSSUM PT_PRO2 MAKE GOOD PT_PRO1PL RIGHT GREAT WHAT PT_PRO1 PUT HAVE YES,PT_DEM3(0.69) NOW(0.66) NEED(0.65) NS_POSSUM(0.65) PT_PRO2(0.64) MAKE(0.57) GOOD(0.57) PT_PRO1PL(0.56) RIGHT(0.54) GREAT(0.52) WHAT(0.52) PT_PRO1(0.50) PUT(0.49) HAVE(0.47) YES(0.46),LIKE OK PT_PRO2
video_44_160,NS_POSSUM YES PT_PRO2 PT_DEM3 PT_PRO1 RIGHT GREAT HAVE WHAT NO PT_PRO3 LOOK PT_PRO1PL,NS_POSSUM(0.73) YES(0.68) PT_PRO2(0.66) PT_DEM3(0.66) PT_PRO1(0.60) RIGHT(0.58) GREAT(0.53) HAVE(0.51) WHAT(0.50) NO(0.49) PT_PRO3(0.49) LOOK(0.48) PT_PRO1PL(0.47),NS_POSSUM PT_PRO2 RIGHT YES
video_45_21,PT_PRO1 HAVE PT_DEM3 MAKE WHAT PT_PRO3PL NOW PT_PRO1PL PT_PRO2 NEED NS_POSSUM PT_POSS1 SOMETHING,PT_PRO1(0.61) HAVE(0.61) PT_DEM3(0.57) MAKE(0.57) WHAT(0.53) PT_PRO3PL(0.53) NOW(0.52) PT_PRO1PL(0.52) PT_PRO2(0.50) NEED(0.49) NS_POSSUM(0.49) PT_POSS1(0.47) SOMETHING(0.46),PT_PRO1 PT_PRO2
video_45_25,NS_SALLY HELLO LOOK PT_PRO1 PT_DEM3 NS_POSSUM BYE PT_POSS1 NS_SKIP,NS_SALLY(0.74) HELLO(0.64) LOOK(0.60) PT_PRO1(0.59) PT_DEM3(0.57) NS_POSSUM(0.55) BYE(0.47) PT_POSS1(0.46) NS_SKIP(0.45),GOOD PT_PRO1
video_45_36,WATCH YES OKAY GREAT OK RIGHT NS_SALLY LOOK,WATCH(0.92) YES(0.87) OKAY(0.83) GREAT(0.82) OK(0.72) RIGHT(0.64) NS_SALLY(0.60) LOOK(0.46),WATCH
video_45_69_1,NS_SALLY CAN PT_PRO2 PT_PRO1 NOW PT_DEM3 LOOK PT_PRO1PL MAKE PT_POSS2 PT_LOC HAVE PT_POSS1 GET HERE SEE PT_PRO3 GO NS_POSSUM WHAT PUT BUT,NS_SALLY(0.77) CAN(0.70) PT_PRO2(0.70) PT_PRO1(0.65) NOW(0.64) PT_DEM3(0.63) LOOK(0.63) PT_PRO1PL(0.60) MAKE(0.57) PT_POSS2(0.55) PT_LOC(0.54) HAVE(0.53) PT_POSS1(0.53) GET(0.52) HERE(0.52) SEE(0.50) PT_PRO3(0.50) GO(0.50) NS_POSSUM(0.49) WHAT(0.47) PUT(0.46) BUT(0.45),CAN PT_PRO1PL
video_45_76,GREAT GOOD YES PT_DEM3 RIGHT,GREAT(0.99) GOOD(0.82) YES(0.64) PT_DEM3(0.63) RIGHT(0.54),WHAT
video_45_80,YES GREAT RIGHT PT_DEM3 GOOD,YES(0.65) GREAT(0.61) RIGHT(0.60) PT_DEM3(0.58) GOOD(0.48),PT_DEM3 WHAT
video_46_11,GREAT NS_POSSUM PT_DEM3 NO GO LOOK PT_PRO1PL PT_PRO2 PT_PRO1,GREAT(0.72) NS_POSSUM(0.64) PT_DEM3(0.62) NO(0.58) GO(0.52) LOOK(0.50) PT_PRO1PL(0.50) PT_PRO2(0.46) PT_PRO1(0.46),PT_DEM3
video_46_12,HELLO BYE NS_SALLY NS_POSSUM EVERYONE,HELLO(0.92) BYE(0.63) NS_SALLY(0.54) NS_POSSUM(0.54) EVERYONE(0.53),EVERYONE NS_POSSUM PT_DEM3
video_46_19,GO NS_POSSUM GREAT PT_PRO2 PT_DEM3 YES,GO(0.71) NS_POSSUM(0.68) GREAT(0.66) PT_PRO2(0.65) PT_DEM3(0.53) YES(0.47),NS_SALLY VERY
video_46_26,GREAT YES PT_DEM3 RIGHT WHAT LOOK,GREAT(0.78) YES(0.78) PT_DEM3(0.73) RIGHT(0.72) WHAT(0.54) LOOK(0.48),GO PT_PRO1
video_46_35,PT_PRO1 NS_SALLY BUT CAN PT_PRO1PL PT_PRO2 HAVE MAKE PT_DEM3 PT_PRO3 PT_POSS1 NOW NS_POSSUM NEED WHAT GO WHY THINK FINISH DO AND PT_POSS2,PT_PRO1(0.73) NS_SALLY(0.72) BUT(0.70) CAN(0.63) PT_PRO1PL(0.61) PT_PRO2(0.61) HAVE(0.60) MAKE(0.60) PT_DEM3(0.59) PT_PRO3(0.57) PT_POSS1(0.56) NOW(0.55) NS_POSSUM(0.55) NEED(0.52) WHAT(0.51) GO(0.50) WHY(0.49) THINK(0.47) FINISH(0.47) DO(0.46) AND(0.46) PT_POSS2(0.45),LOVE PT_PRO3PL
video_46_54,PT_PRO1 KNOW HAVE PT_DEM3 PT_PRO3 PT_POSS1 GO NS_POSSUM PT_PRO2 YES CAN PT_PRO1PL NS_SALLY RIGHT,PT_PRO1(0.76) KNOW(0.62) HAVE(0.61) PT_DEM3(0.57) PT_PRO3(0.57) PT_POSS1(0.55) GO(0.55) NS_POSSUM(0.54) PT_PRO2(0.49) YES(0.48) CAN(0.47) PT_PRO1PL(0.46) NS_SALLY(0.46) RIGHT(0.45),NS_SALLY PT_PRO1 THINK
video_46_67,PT_PRO2 NOW NS_POSSUM CAN MAKE PT_DEM3 NEED PT_PRO1PL PT_PRO1 WANT GET GREAT PT_POSS2 PLEASE HAVE WHAT,PT_PRO2(0.76) NOW(0.67) NS_POSSUM(0.65) CAN(0.64) MAKE(0.64) PT_DEM3(0.63) NEED(0.62) PT_PRO1PL(0.61) PT_PRO1(0.59) WANT(0.56) GET(0.53) GREAT(0.50) PT_POSS2(0.50) PLEASE(0.49) HAVE(0.46) WHAT(0.46),MAKE PT_PRO2 WANT
video_46_81,MAKE PT_PRO1 PT_DEM3 NEED NOW PT_PRO2 PT_PRO1PL GOOD NS_POSSUM HAVE GREAT CAN WANT WHAT RIGHT PT_POSS1,MAKE(0.70) PT_PRO1(0.64) PT_DEM3(0.64) NEED(0.64) NOW(0.61) PT_PRO2(0.60) PT_PRO1PL(0.60) GOOD(0.58) NS_POSSUM(0.56) HAVE(0.52) GREAT(0.51) CAN(0.50) WANT(0.49) WHAT(0.48) RIGHT(0.47) PT_POSS1(0.46),LIKE PT_PRO2 WHAT
video_46_95,PT_DEM3 GREAT RIGHT GOOD NOW WHAT LOOK NS_POSSUM YES PT_PRO2,PT_DEM3(0.76) GREAT(0.74) RIGHT(0.59) GOOD(0.59) NOW(0.57) WHAT(0.57) LOOK(0.54) NS_POSSUM(0.48) YES(0.47) PT_PRO2(0.47),GREAT NOW
video_46_129,MAKE PT_PRO1 PT_PRO1PL NEED HAVE PT_DEM3 NOW PT_POSS1 PT_PRO2 CAN NS_POSSUM PT_PRO3 LOVE VERY,MAKE(0.72) PT_PRO1(0.70) PT_PRO1PL(0.65) NEED(0.63) HAVE(0.63) PT_DEM3(0.61) NOW(0.61) PT_POSS1(0.58) PT_PRO2(0.57) CAN(0.55) NS_POSSUM(0.53) PT_PRO3(0.49) LOVE(0.48) VERY(0.47),LOVELY PT_DEM3 PT_PRO2
video_46_131,GREAT PT_DEM3 RIGHT YES WHAT GOOD OKAY LOOK,GREAT(0.89) PT_DEM3(0.77) RIGHT(0.77) YES(0.76) WHAT(0.67) GOOD(0.64) OKAY(0.58) LOOK(0.57),INSIDE WHAT
video_46_146,GREAT YES PT_DEM3 RIGHT GOOD NO NS_POSSUM WHAT,GREAT(0.80) YES(0.72) PT_DEM3(0.71) RIGHT(0.71) GOOD(0.66) NO(0.51) NS_POSSUM(0.51) WHAT(0.50),PT_PRO2 WHAT
video_47_19,PT_PRO2 NOW PT_DEM3 NS_POSSUM GREAT LOOK PT_PRO1PL NS_SALLY WHAT PT_PRO1 HERE RIGHT,PT_PRO2(0.67) NOW(0.64) PT_DEM3(0.64) NS_POSSUM(0.61) GREAT(0.59) LOOK(0.57) PT_PRO1PL(0.55) NS_SALLY(0.54) WHAT(0.49) PT_PRO1(0.48) HERE(0.48) RIGHT(0.46),ALL NS_POSSUM PT_PRO1 THINK
video_47_27,NS_POSSUM PT_PRO2 PT_PRO3 PT_PRO1 PT_DEM3 HAVE YES CAN GO WHAT SEE RIGHT DO PT_PRO1PL KNOW,NS_POSSUM(0.75) PT_PRO2(0.69) PT_PRO3(0.67) PT_PRO1(0.65) PT_DEM3(0.62) HAVE(0.61) YES(0.59) CAN(0.57) GO(0.54) WHAT(0.53) SEE(0.51) RIGHT(0.49) DO(0.49) PT_PRO1PL(0.46) KNOW(0.45),CAN DO PT_DEM3 PT_PRO1 YES
video_47_43,PT_DEM3 LOOK NS_SALLY WHAT GREAT PT_PRO2 RIGHT NOW YES CAN PT_PRO1PL NS_POSSUM LOVELY PUT DO PT_PRO3,PT_DEM3(0.68) LOOK(0.66) NS_SALLY(0.63) WHAT(0.61) GREAT(0.60) PT_PRO2(0.55) RIGHT(0.54) NOW(0.54) YES(0.53) CAN(0.52) PT_PRO1PL(0.51) NS_POSSUM(0.49) LOVELY(0.49) PUT(0.48) DO(0.47) PT_PRO3(0.46),LIKE PT_PRO1 PT_PRO3PL YES
video_47_47,LOOK PT_DEM3 GREAT NOW WHAT PT_PRO2 RIGHT PT_PRO1PL NS_SALLY YES CAN,LOOK(0.83) PT_DEM3(0.75) GREAT(0.65) NOW(0.59) WHAT(0.54) PT_PRO2(0.51) RIGHT(0.49) PT_PRO1PL(0.49) NS_SALLY(0.49) YES(0.48) CAN(0.48),AND LIKE PT_DEM3 PT_PRO1
video_47_70,GREAT PT_DEM3 NOW LOOK RIGHT WHAT GOOD OKAY PT_PRO1PL,GREAT(0.84) PT_DEM3(0.78) NOW(0.75) LOOK(0.65) RIGHT(0.60) WHAT(0.58) GOOD(0.56) OKAY(0.49) PT_PRO1PL(0.46),GREAT LOOK PT_DEM3
video_47_80,PT_PRO2 CAN SEE PT_DEM3 NS_POSSUM PT_PRO1PL NOW WHAT LOOK HAVE PT_PRO3 PT_PRO1 GET DO,PT_PRO2(0.73) CAN(0.70) SEE(0.63) PT_DEM3(0.60) NS_POSSUM(0.56) PT_PRO1PL(0.56) NOW(0.55) WHAT(0.53) LOOK(0.53) HAVE(0.51) PT_PRO3(0.50) PT_PRO1(0.50) GET(0.47) DO(0.46),WATCH
video_47_88,PT_PRO1 NS_SALLY PT_POSS1 TREE HAVE NS_POSSUM PT_DEM3 PT_PRO2 BUT CAN SEE BIG KNOW NOW PT_PRO3 GO THINK LOOK,PT_PRO1(0.77) NS_SALLY(0.77) PT_POSS1(0.73) TREE(0.66) HAVE(0.62) NS_POSSUM(0.60) PT_DEM3(0.58) PT_PRO2(0.57) BUT(0.57) CAN(0.56) SEE(0.55) BIG(0.54) KNOW(0.54) NOW(0.54) PT_PRO3(0.51) GO(0.51) THINK(0.47) LOOK(0.46),BUT HAVE NOW PT_PRO1
video_47_95,YES GREAT NS_POSSUM WHAT PT_DEM3 LOOK WATCH,YES(0.69) GREAT(0.66) NS_POSSUM(0.58) WHAT(0.57) PT_DEM3(0.55) LOOK(0.49) WATCH(0.46),PT_DEM3
video_47_107,NOW PT_DEM3 PT_PRO2 CAN PT_PRO1PL MAKE LOOK NEED GREAT NS_SALLY PT_PRO1 HAVE WHAT PLEASE GET PT_LOC PUT ONE,NOW(0.74) PT_DEM3(0.67) PT_PRO2(0.66) CAN(0.65) PT_PRO1PL(0.64) MAKE(0.60) LOOK(0.58) NEED(0.57) GREAT(0.55) NS_SALLY(0.54) PT_PRO1(0.53) HAVE(0.52) WHAT(0.52) PLEASE(0.51) GET(0.49) PT_LOC(0.49) PUT(0.46) ONE(0.45),GET GO GREAT PT_DEM3 PT_PRO1
video_47_132,GREAT PT_DEM3 LOOK PT_PRO2,GREAT(0.58) PT_DEM3(0.53) LOOK(0.52) PT_PRO2(0.52),PT_PRO1 SAME
video_47_133,GREAT PT_DEM3 NOW GOOD LOOK WHAT READY RIGHT PT_PRO1PL ONE PUT PT_LOC,GREAT(0.80) PT_DEM3(0.79) NOW(0.79) GOOD(0.68) LOOK(0.68) WHAT(0.59) READY(0.58) RIGHT(0.56) PT_PRO1PL(0.50) ONE(0.48) PUT(0.47) PT_LOC(0.47),GOOD HAVE PT_PRO1PL WHAT
video_47_147,NS_POSSUM PT_PRO2 PT_PRO1 PT_DEM3 WHAT HAVE CAN BUT PT_PRO3 NOW MAKE PT_PRO1PL VERY KNOW GREAT RIGHT,NS_POSSUM(0.66) PT_PRO2(0.66) PT_PRO1(0.66) PT_DEM3(0.62) WHAT(0.61) HAVE(0.58) CAN(0.56) BUT(0.54) PT_PRO3(0.52) NOW(0.52) MAKE(0.52) PT_PRO1PL(0.51) VERY(0.49) KNOW(0.47) GREAT(0.47) RIGHT(0.46),INSIDE NEED PT_PRO1PL PUT SOMETHING
video_48_6,YES GREAT RIGHT PT_DEM3 NS_POSSUM OK,YES(0.86) GREAT(0.81) RIGHT(0.76) PT_DEM3(0.67) NS_POSSUM(0.52) OK(0.50),DO HELLO NS_POSSUM PT_PRO2 WHAT
video_48_27,YES RIGHT LOOK GREAT PT_DEM3 ONE PT_PRO2 OKAY CAN NS_SALLY LOVELY WHAT OK,YES(0.86) RIGHT(0.71) LOOK(0.66) GREAT(0.64) PT_DEM3(0.63) ONE(0.53) PT_PRO2(0.52) OKAY(0.52) CAN(0.51) NS_SALLY(0.50) LOVELY(0.49) WHAT(0.47) OK(0.46),LIKE NS_POSSUM PT_PRO2
video_48_70,GREAT LOOK NS_SALLY YES PT_DEM3 OK OKAY THANK-YOU RIGHT,GREAT(0.69) LOOK(0.68) NS_SALLY(0.67) YES(0.62) PT_DEM3(0.57) OK(0.51) OKAY(0.51) THANK-YOU(0.50) RIGHT(0.45),PT_PRO1 READY
video_48_76,NS_POSSUM HELLO PT_LOC PT_PRO2 COME PT_DEM3 PT_PRO3 LOOK GREAT GO HERE BYE NS_SKIP TREE PT_PRO1,NS_POSSUM(0.78) HELLO(0.65) PT_LOC(0.61) PT_PRO2(0.61) COME(0.59) PT_DEM3(0.59) PT_PRO3(0.59) LOOK(0.57) GREAT(0.56) GO(0.55) HERE(0.55) BYE(0.49) NS_SKIP(0.48) TREE(0.48) PT_PRO1(0.47),WAIT
video_48_83,GREAT PT_DEM3 YES RIGHT LOOK GOOD WHAT NS_SALLY,GREAT(0.81) PT_DEM3(0.69) YES(0.66) RIGHT(0.61) LOOK(0.58) GOOD(0.54) WHAT(0.50) NS_SALLY(0.50),PT_PRO1 WATCH
video_48_94,NS_SALLY HELLO ONE NS_POSSUM YES LOOK EVERYONE,NS_SALLY(0.78) HELLO(0.74) ONE(0.58) NS_POSSUM(0.58) YES(0.55) LOOK(0.54) EVERYONE(0.51),OKAY
video_48_111,GREAT NS_SALLY LOOK PT_DEM3 OKAY YES RIGHT PT_LOC PT_PRO1PL WHAT,GREAT(0.80) NS_SALLY(0.74) LOOK(0.72) PT_DEM3(0.70) OKAY(0.57) YES(0.51) RIGHT(0.50) PT_LOC(0.50) PT_PRO1PL(0.48) WHAT(0.46),GREAT NOW PT_PRO1
video_49_19,LOOK NS_POSSUM PT_DEM3,LOOK(0.57) NS_POSSUM(0.53) PT_DEM3(0.52),HERE LOOK PT_PRO1
video_49_20,NS_SALLY NOW PT_DEM3 PT_PRO2 NS_POSSUM LOOK PT_PRO1PL HERE PT_LOC PT_PRO1 PT_POSS1 GREAT ALL HAVE WHAT GO GOOD NEED,NS_SALLY(0.70) NOW(0.66) PT_DEM3(0.64) PT_PRO2(0.64) NS_POSSUM(0.62) LOOK(0.62) PT_PRO1PL(0.58) HERE(0.58) PT_LOC(0.57) PT_PRO1(0.57) PT_POSS1(0.56) GREAT(0.52) ALL(0.52) HAVE(0.52) WHAT(0.49) GO(0.47) GOOD(0.46) NEED(0.45),HELLO LOOK
video_49_23,PT_DEM3 GREAT PT_PRO2 NOW RIGHT NS_POSSUM YES GOOD PT_PRO1PL WHAT,PT_DEM3(0.71) GREAT(0.70) PT_PRO2(0.65) NOW(0.65) RIGHT(0.63) NS_POSSUM(0.60) YES(0.56) GOOD(0.54) PT_PRO1PL(0.53) WHAT(0.52),PT_PRO3PL
video_49_49,GREAT THANK-YOU HELLO LOOK BYE YES PT_DEM3 NS_SALLY NS_POSSUM PT_PRO1PL WATCH COME PT_PRO3 WILL PT_PRO2,GREAT(0.71) THANK-YOU(0.65) HELLO(0.64) LOOK(0.63) BYE(0.61) YES(0.61) PT_DEM3(0.59) NS_SALLY(0.58) NS_POSSUM(0.56) PT_PRO1PL(0.51) WATCH(0.50) COME(0.49) PT_PRO3(0.48) WILL(0.46) PT_PRO2(0.45),CAN DO NOW PT_PRO1
video_49_106,PT_DEM3 WHAT LOOK NOW GREAT NS_POSSUM RIGHT GOOD PT_PRO2,PT_DEM3(0.68) WHAT(0.65) LOOK(0.63) NOW(0.61) GREAT(0.60) NS_POSSUM(0.58) RIGHT(0.53) GOOD(0.50) PT_PRO2(0.48),PT_PRO1 THINK
video_49_114,NS_SALLY LOOK PT_DEM3 PT_LOC NS_POSSUM NOW PT_PRO1 WHAT PT_POSS1 HERE PT_PRO2 GREAT HAVE PUT,NS_SALLY(0.82) LOOK(0.75) PT_DEM3(0.68) PT_LOC(0.62) NS_POSSUM(0.61) NOW(0.57) PT_PRO1(0.54) WHAT(0.54) PT_POSS1(0.53) HERE(0.53) PT_PRO2(0.51) GREAT(0.47) HAVE(0.45) PUT(0.45),LOOK PT_DEM3
